id,category/id, ,Ministério,Categoria 01,Categoria 02,Categoria 03,Escopo,MODERADOR,REVISOR,title/pt-BR,body/pt-BR,url,@,,Revisão de categorias,,
662,7,Direitos Humanos e Cidadania,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/662,,,Garantir a Reestruturação do Plano Viver Sem Limite (Plano Nacional dos Direitos das Pessoas com Deficiência),"Garantir a elaboração do novo plano nacional dos direitos das pessoas com deficiências para concretização do acesso aos direitos fundamentais desse segmento no Brasil, nas seguintes areas: saúde, educação, inclusão social e acessibilidade.",12.05.2023 17:59:49,12.05.2023 17:59:49,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/662,,,
1927,27,Saúde,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1927,,,Isenção de impostos para aquisição de materiais e equipamentos para pessoas com deficiência,"Isentar produtos e materiais utilizados por pessoas com deficiência de impostos nacionais e também de importação. Muitos equipamentos, como cadeiras de rodas por exemplo, são muito caros e alguns, por serem importados, se tornam inacessíveis a grande parte da população. Portanto, com a redução dos impostos que incidem sobre esses produtos, mais pessoas terão acesso à tais materiais, melhorando sua qualidade de vida.",30.05.2023 14:23:23,30.05.2023 14:23:23,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1927,,,
1972,27,Saúde,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1972,,,Profissão regulamentada condutor de ambulância ,"Regulamentar a profissão de condutor de veículos de urgência e emergência, ambulância de acordo com a ABRAMCA.",31.05.2023 00:42:29,31.05.2023 00:42:29,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1972,,,
515,8,Educação,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/515,,,Casas de Estudantes : aumentar o número de casas de estudantes e orçamento pra manutenção.,"As faculdades Estaduais e Federais estão desprovidas de casas para estudantes. A maioria fechadas por falta de manutenção. Precisamos de cientistas políticos,sociais e humanos para que o futuro de novos projetos sejam desenvolvidos. Precisamos de qualificação de profissionais. Para isso temos que dar condições e dignidade ,isto inclui casas de estudantes",12.05.2023 14:14:50,12.05.2023 14:14:50,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/515,,,
2135,2,"Assistência Social, Família e Combate à Fome",Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2135,,,Criar restaurantes populares ,"Muitas pessoas estão passando fome e outras só fazem uma refeição por dia.
Temos que construir restaurantes populares em todas as capitais do Brasil. 
Com um valor simbólico para a refeição. 
Como e feito em Teresina que tem 2 restaurantes populares com um valor simbólico se 2 Reais a refeição. 
Devemos contribuir 1 em cada capital de todos os estados .
Também podemos fazer parcerias com pequenos  agricultores para fornecer os alimentos para esses restaurantes.
Assim movimentar a economia.",02.06.2023 13:21:15,02.06.2023 13:21:15,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2135,,,
1886,16,Meio Ambiente e Mudança do Clima,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1886,,,Estímulo ao resflorestamento,"Governo estimularia às Prefeituras através de recursos para cada ""hectares de reflorestamento"" nos municípios. Isso traria melhoras a saúde humana e dos animais, sem falar no bem estar visual para todos. Uma opção seria escolher por árvores e vegetação adequada ao local. Resumindo: Vamos plantar minha gente!",29.05.2023 23:48:12,29.05.2023 23:48:12,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1886,,,
232,27,Saúde,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/232,,,Retorno dos NASFs com incentivo financeiro federal para contratação de Médico Veterinário para as equipes ,"Retornar com o financiamento aos Núcleos de Apoio à Saúde da Família-NASF e incentivar financeiramente e com campanha federal a contratação de médicos veterinários para as equipes, contemplando a Saúde Única.",11.05.2023 17:29:30,11.05.2023 17:29:30,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/232,,,
2029,13,Infraestrutura,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2029,,,Cuidando da comunidade,"Que o governo fiscalize o que as capitais estão fazendo com os repasses para moradias dignas. É uma vergonha a quantidade de bairros de Belo Horizonte sem asfalto, sem falar na região metropolitana.  Bairros sem asfalto limitam o acesso das crianças as escolas, das pessoas com necessidades especiais etc. Que os vereadores pare, de ficar tápando buraco do bairro que mora e enxergue a capital como um todo!",31.05.2023 22:40:57,31.05.2023 22:40:57,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2029,,,
1878,17,Minas e Energia,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1878,,,Fundo Nacional para as populações atingidas por barragens,"Criação de um Fundo direcionado para o financiamento de iniciativas de reparação para comunidades atingidas por grandes empreendimentos, de água, minas e energia, em todo o Brasil, promoção de reparação de acidentes, incidentes e tragédias socioambientais, adaptação climática dessas regiões, proteção e segurança das comunidades em situação de risco envolvendo atividades como operação de barragens e rejeitos de mineração, redução da pobreza e promoção do desenvolvimento e revitalização.",29.05.2023 22:37:08,29.05.2023 22:37:08,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1878,,,
1490,8,Educação,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1490,,,Correção do Atraso do Sistema Educacional Brasileiro através de Mudanças no Formato de Aulas de Escolas Públicas ,"Solicito uma reformulação da forma como são ministrada as aulas no atual sistema de ensino. É fato que o Brasil tem uma das educações mais defasadas e ineficientes do mundo. Além disso, antes de analisar o atraso do sistema educacional brasileiro no mundo salientam-se problemas maiores, como a evasão escolar ou insegurança alimentar nas escolas. Entretanto, a implementação de novas escolas deve atender as reais necessidades dos estudandes. Assim, atingir-se-á uma educação de excelência.",24.05.2023 17:17:47,24.05.2023 17:17:47,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1490,,,
2107,,,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2107,,,     Educação: Internet de Banda Larga,"Garantir a população de Roraima internet de banda larga em todas as escolas públicas estaduais, municipais, universidades estaduais e nas IFES, operando com fontes de energias renováveis (Energia Fotovoltaica) energia solar.",01.06.2023 20:23:47,01.06.2023 20:23:47,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2107,,,
118,8,Educação,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/118,,,Educação  período integral  até final ensino médio. ,"Proporcionar educação em período integral para todos os estudantes desde o fundamental até conclusão ensino médio. 
No período de permanência na escola deverão realizar atividades de estudo pós aula, atividade esportiva,estudo sobre profissões, passeios culturais, aotenduzagem informática e idiomas, reuniões de acolhimento, voluntariado.",11.05.2023 14:50:05,11.05.2023 14:50:05,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/118,,,
1923,11,Igualdade Racial,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1923,,,Inclusão da Etnia Cigana nas políticas públicas ,"Prioridade de Inclusão da etnia Cigana na ficha do SUS dos atendimentos, ao lado de negros, indígenas e amarelos. Que o PSF inclua a comunidade cigana no  mapeamento do sus para as agentes de saúde.

Ginecologista mulher para o atendimento das mulheres ciganas a partir de sua especificidade cultural como cita publicação Ministério da Saúde, 2016: https://bvsms.saude.gov.br/bvs/publicacoes/subsidios_cuidado_saude_povo_cigano.pdf

PL10.639 inclusão dos Povos Romanis, conhecidos como ciganos.",30.05.2023 13:48:14,30.05.2023 13:48:14,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1923,,,
1961,8,Educação,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1961,,,EJA CAMPO - Educação de Jovens e Adultos integrada a Qualificação em Práticas Agrícolas. ,A EJA Campo propõe desenvolver a alfabetização e escolarização do Ensino Fundamental integrada a qualificação em práticas agrícolas.,30.05.2023 23:06:41,30.05.2023 23:06:41,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1961,,,
377,10,Fazenda,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/377,,,Duplicar o Salário Mínimo. ,Editar projeto ou emenda duplicabndo o valor do Salário Minimo. Essa medida propiciará uma divisão de renda equitativa para o Povo Brasileiro.,11.05.2023 23:53:36,11.05.2023 23:53:36,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/377,,,
1867,,,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1867,,,"Sócio Bio Economia, a economia da vida","Nós da Vila da Barca periferia de Belém (PA), apresentamos a Bio Economia como a solução para os problemas climáticos, da devastação das matas, dos resíduos sólidos descartados de forma errada em nossas ruas, canais e rios e desemprego.
A Bio Economia, economia da vida, vem atender o tripé meio ambiente, geração de trabalho emprego e renda e sustentabilidade. 
Uma nação que pensa no futuro tem que possuir um plano de Bio Economia, o Brasil que está na Amazônia necessita ter um orçamento para tal",29.05.2023 20:16:40,29.05.2023 20:16:40,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1867,,,
1976,27,Saúde,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1976,,,Políticas públicas de prevenção a saúde mental e violencia - pelo bem viver,"As unidades de todos os programas governamentais federais, estaduais e municipais precisam de psicólogas e assistentes sociais em cada uma de suas instalações, sejam escolas, unidades de saúde ou outros programas públicos. Esses profissionais são essenciais para desenvolver um ambiente profissional e social de qualidade. Existem leis não implementadas da atuação nas escolas, contudo todo o serviço público precisa desses profissionais como prevenção a saúde mental restaurando o bem viver .",31.05.2023 11:27:44,31.05.2023 11:27:44,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1976,,,
1914,16,Meio Ambiente e Mudança do Clima,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1914,,,Plano de Proteção e valorização dos ativos ambientais,"Combater o desmatamento ilegal, apoiando e facilitando o licenciamento ambiental, promovendo a conservação e a recuperação de passivos ambientais, com desenvolvimento de uma economia florestal de baixo carbono, assegurando renda e benefícios econômicos, sociais e ambientais às propriedades.",30.05.2023 13:08:54,30.05.2023 13:08:54,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1914,,,
2125,8,Educação,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2125,,,Formação na modalidade EaD para Técnicos de Enfermagem e Enfermeiros .,"Ampliar a fiscalização dos cursos na modalidade EaD para a formação de Técnicos de Enfermagem e Enfermeiros. 
Atualmente esses cursos vem crescendo bastante e com isso diminuindo a qualificação na formação, diminuindo a qualidade do aprendizado profissional e diminui a qualidade da assistência.",02.06.2023 00:35:23,02.06.2023 00:35:23,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2125,,,
2227,31,Desenvolvimento Agrário e Agricultura Familiar,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2227,,,"Cooperativismo como modelo económico do desenvolvimento sustentável, com proteção social e geração de renda por meio do empreendedorismo coletivo","Destacamos a importância das cooperativas, em especial, as de agricultura familiar e economia solidária para combater a fome, alcançar a segurança alimentar e nutricional, por meio da utilização de novas tecnologias com propósitos de criar produtos e serviços mais sustentáveis. Contribuir para diminuir as desigualdades social, apoiar atividades económicas de produção, comercialização, consumo e acesso ao crédito, tendo como característica principal a auto-gestão",03.06.2023 00:39:29,03.06.2023 00:39:29,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2227,,,
2292,7,Direitos Humanos e Cidadania,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2292,,,"Proposta para o Plano Plurianual do Governo Federal para as Pessoas em Situação de Rua no Acre:  1. Moradia Primeiro: O programa ""Moradia Primeiro"" se","Criação de um abrigo para pessoas em situação de rua com uma equipe multidisciplinar, incluindo médico, enfermeira, apoio, assistente social, psicóloga e pedagoga, é uma iniciativa louvável. Essa abordagem abrangente visa atender às diversas necessidades dessas pessoas, proporcionando-lhes apoio médico, cuidados de enfermagem, assistência social, apoio psicológico e, quando necessário, suporte educacional.",03.06.2023 22:55:16,03.06.2023 22:55:16,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2292,,,
1895,17,Minas e Energia,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1895,,,Transformação do Nordeste Brasileiro em Estados Geradores de Energia Solar e Eólicas ,Projeto em que o Governo Federal Duplique os investimentos em Energias renováveis na região Nordeste do País.,30.05.2023 00:34:39,30.05.2023 00:34:39,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1895,,,
1850,28,Trabalho e Emprego,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1850,,,Regulamentação da profissão de Designer,"A regulamentação da profissão de designer no Brasil é uma necessidade urgente. Ela traz benefícios tanto para os profissionais, ao garantir sua valorização e o desenvolvimento da carreira, quanto para a sociedade como um todo, ao promover a qualidade, a ética e o reconhecimento do trabalho dos designers. É um passo fundamental para fortalecer a indústria criativa brasileira e inserir o país em um patamar de destaque no mercado internacional. A PL 1391/11 precisa ser discutida novamente.",29.05.2023 18:17:07,29.05.2023 18:17:07,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1850,,,
1906,10,Fazenda,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1906,,,Tratamento rigoroso para os CNPJs abertos no país para reduzir inadimplência jurídica e sonegação,"O MEI, abre o CNPJ para conseguir empréstimos com o seu uso e não para desenvolver uma atividade, realiza a DANSMEI com valor esdrúxulo e não efetua o pagamento do DAS mensal.
As ME, abrem o CNPJ em determinado regime, se não tem funcionário, não contratam um serviço contábil, mantém as obrigações sem serem enviadas. Quando precisa participar de uma licitação, contrata um contador para parcelar os débitos e permanecem sem contador.
Para evitar o exposto acima, haja a suspensão imediata do CNPJ.",30.05.2023 12:12:08,30.05.2023 12:12:08,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1906,,,
1921,20,Outros,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1921,,,Carreiras extintas ,"Mudanças de carreiras q foram extintas,os agentes de vigilância agentes de portarias datilógrafos etc . .. se essas carreiras foram extintas; tem q se criar uma novas funções aos servidores ou então anexar eles a outras funções , e também fazer automaticamente as mudanças dessas determinadas funções, nós contra cheques ou nos cadastros funcional de cada servidores .isso também tem q ser revisto, haja visto q a maioria dos servidores nunca exerceram essas funções q fora extintas.ok",30.05.2023 13:41:35,30.05.2023 13:41:35,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1921,,,
1926,2,"Assistência Social, Família e Combate à Fome",Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1926,,,Centro integrado de atenção às crianças e adolescentes vítimas de violência no Estado de Roraima.,"Implementação de Políticas Públicas voltadas às crianças e adolescentes vítimas de violência no Estado de Roraima, em local adequado e com profissionais qualificados.",30.05.2023 14:11:44,30.05.2023 14:11:44,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1926,,,
1922,28,Trabalho e Emprego,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1922,,,Trabalho virtual para moradores de pequenas cidades,"Incentivo às empresas a fornecerem vagas virtuais de trabalho destinadas as pessoas que fizeram cursos na Escola do Trabalhador 4.0 e que morem em pequenas cidades interioranas, onde não existe muitas oportunidades de emprego. Para que estas pessoas, que não podem ou desejam migrar para capitais e grandes cidades, possam ter um meio de renda.",30.05.2023 13:49:11,30.05.2023 13:49:11,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1922,,,
2047,38,Gestão e Inovação,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2047,,,"""Inovação para a Eficiência: Transformando os Serviços Públicos","O programa tem como objetivo principal promover a modernização e a eficiência na gestão dos serviços públicos por meio da inovação tecnológica. Com base em abordagens de vanguarda e boas práticas internacionais, criando um ambiente favorável à inovação, garantindo uma melhoria significativa na qualidade dos serviços prestados aos cidadãos.
Criação de um Laboratório de Inovação em Serviços Públicos:
Estabelecer um laboratório especializado em inovação em serviços públicos, com equipe multidiscipl",01.06.2023 12:43:22,01.06.2023 12:43:22,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2047,,,
1857,14,Integração e Desenvolvimento Regional,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1857,,,"Transposição do ""Velho Chico"" (O Rio da Integração Nacional)",Conclusão das obras da Transposição do Rio São Francisco - EIXO NORTE,29.05.2023 19:25:04,29.05.2023 19:25:04,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1857,,,
260,33,Banco Central,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/260,,,Conhecendo o dinheiro ,"Levar o conhecimento financeiro a população mais carente, desde a e i o u......o que é uma conta bancária, conta salário, conta corrente, o que é uma poupança, como funciona as tarifas, e tudo que TODOS são obrigados a ter e infelizmente são usados pelas instituições financeiras. Educar para importância de ter uma reserva financeira ( desde um cofrinho até uma previdência.",11.05.2023 18:50:50,11.05.2023 18:50:50,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/260,,,
1269,13,Infraestrutura,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1269,,, Duplicação das Estradas Caminho do Meio/Protásio Alves/ Frederico Dihl - RS,"A obra de Duplicação abrange   o trecho da Av Protásio Alves - Poa, com o alargamento da via e corredor de ônibus  desde a Av. Saturnino de Brito até o Caminho do Meio;o trecho da Estrada Caminho do Meio  entre a Av. Manoel Elias e a ERS- 040 em Viamão e a Duplicação da Frederico Dihl em Alvorada. Obra que beneficiará milhares de pessoas que ali transitam diariamente e enfrentam congestionamentos e acidentes.",18.05.2023 21:23:02,18.05.2023 21:23:02,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1269,,,
2157,29,Transportes,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2157,,,Duplicação da BR 343 e BR 316 no Piauí ,Duplicação da BR 343 de Teresina a Piripiri  e duplicação da BR 316 de Teresina ao Povoado Estaca Zero,02.06.2023 16:01:16,02.06.2023 16:01:16,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2157,,,
1899,16,Meio Ambiente e Mudança do Clima,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1899,,,Pátio de Compostagem da UFPE,"A criação do Pátio de Compostagem dentro dos padrões exigidos pode proporcionar a economia de milhares de reais anualmente para o serviço público, pois os resíduos orgânicos que iriam para o aterro sanitário será usado para gerar composto orgânico natural, além de poder servir para fazer biogás e biofertilizante e ainda servir para pesquisa e extensão na UFPE. O local poderá servir de modelo para treinamento da gestão de resíduos para diversas instituições em todos os níveis.",30.05.2023 11:22:23,30.05.2023 11:22:23,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1899,,,
576,29,Transportes,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/576,,,Aumentar o número de VLTs (Veículo Leve Sobre Trilhos) nas cidades populosas. gid://decide/Decidim::Hashtag/1/PropostaColetiva,"O VLT é um excelente transporte de massa, fundamental para a mobilidade urbana, integrando os modais, o que pode contribuir com a diminuição do tráfego de carros das vias urbanas. Chega a transportar 600 passageiros por viagem. A média de pessoas que trafegam por carro de passeio é de apenas duas pessoas.
A exemplo, segue link de um projeto elaborado pela CBTU Maceió, para melhoria no atual trajeto do VLT nesta cidade:
https://1drv.ms/b/s!AuwaFcHpdzsug55Xql_6fQTZBz9ZkQ?e=gWESq3",12.05.2023 15:24:53,12.05.2023 15:24:53,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/576,,,
1940,31,Desenvolvimento Agrário e Agricultura Familiar,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1940,,,"""Programa Nacional da Juventude e  Sucessão Rural""","No MDA e Territórios da Cidadania, com o objetivo de orientar, integrar e articular políticas públicas, a esses, voltadas para a garantia dos direitos da juventude do campo e a promoção da sucessão rural. Para efeitos deste, considera-se: I - Juventude Rural: segmento social composto par jovens rurais da agricultura familiar com idade entre 15 e 29 anos. II - Sucessão Rural: dinâmica social de sucessão intergeracional entre os componentes da propriedade rural da agricultura, quilombos e aldeia.",30.05.2023 18:04:28,30.05.2023 18:04:28,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1940,,,
117,2,"Assistência Social, Família e Combate à Fome",Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/117,,,Criar mais estratégias para a promoção da atenção integrada na infância e adolescencia,"Investimento em creches ,investimento em atividades curriculares e extracurriculares ,programas esportivos ,programas de combate a fome e a desigualdade ,atenção especializada para crianças que sofrem abusos e proteção em todos os aspectos ,principalmente proteção das crianças e adolescentes ,leis mais rígidas   ,projetos voltados para a educação ,moradia e saúde .",11.05.2023 14:57:34,11.05.2023 14:57:34,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/117,,,
2233,20,Outros,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2233,,,Adoção é a Solução! Para animais Errantes,"Estamos atuando, em Salvador-Bahia, e um dos gargalos é o abandono e maus-tratos de animais. Sabemos que alguns possuiam tutores irresponsáveis e não punidos. Fazer um Cadastro Local, apoiado pelo Governo Federal para o estímulo a adoção responsável, e campanhas educativas. O instituto trilha das Flores, há 3 anos atua in situ. Ganhamos recentemente o Premio Unesco Muriqui 2022. Praticar o CEA - Capturar, esterilizar, Adotar!Não abrigar, e nem devolver.",03.06.2023 12:50:22,03.06.2023 12:50:22,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2233,,,
2110,16,Meio Ambiente e Mudança do Clima,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2110,,,Gênero e Justiça Climática de forma transversal na elaboração de política climática adaptação e mitigação,"A construção de política pública, requer a participação das mulheres e de toda faixa etária.
As mudanças climáticas, atingem todas as pessoas, no entanto, de forma diferente. As mulheres principalmente as pobres, negras e periféricas são as principais afetadas, seja nas cidades, no campo ou na floresta. Mas as mulheres também são a solução e contribuem muito para o equilibrio climático.
Ter uma política transversal de genero e justiça climática contribuirá para a mitigação e adaptação.",01.06.2023 21:14:17,01.06.2023 21:14:17,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2110,,,
1928,6,Cultura,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1928,,,"Bolsa Artista, programa de subsídio ao artista brasileiro","Tendo em vista que a maioria das práticas artísticas existentes usam muitos equipamentos que são importados, a maioria dos artista que vivem de renda parcial ou total da sua arte não tem como se dedicar mais a ela ou aperfeiçoar. A ideia é: uma bolsa federal para que todo artista brasileiro, de baixa renda, das minorias sociais seja cadastrado e contemplado com o auxílio e assim tenha mais chances de levar a sua arte e a cultura nacional com mais qualidade e a mais cantos do Brasil e do mundo.",30.05.2023 14:47:28,30.05.2023 14:47:28,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1928,,,
2027,27,Saúde,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2027,,,"Saúde pública estatal, universal, integral - SUS","Garantir a constituição de um ente triparte regional, viabilizando a implantação de uma gestão intergovernamental do SUS através da Administração Estatal Indireta e sob a égide do Direito Público, a qual deverá ter abrangência nacional, bases regionais, gestão e financiamento compartilhado pelas três esferas de governo e atuação integrada para garanti a prevenção, a promoção da saúde e da assistência, desde a atenção básica à alta complexidade, possibilitando um plano de carreira nacional do SUS",31.05.2023 22:34:50,31.05.2023 22:34:50,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2027,,,
1300,8,Educação,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1300,,,Projeto de fornecimento de infraestrutura para escolas básicas.,"O projeto de fornecimento de infraestrutura para escola báscas envolve tanto a melhoria da estrutura física em escola, o fornecimento de mateirais escolares e de informática que auxiliem nos estudos, quanto garantia de alimentação saúdavel para os alunos. Para isso, é necessário o desenvolvimento de um projeto que desenhe os aparelhos e ambientes escolares que devam ser criados, um órgão fiscalizador de infraestruturas escolares e um projeto de redistribuição nacional de alimentos para escolas.",19.05.2023 15:54:18,19.05.2023 15:54:18,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1300,,,
530,8,Educação,Educação,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/530,,,Lei de Cotas para Trans e Travestis nas Universidades Públicas ,"Implementação da lei de cotas e reservas de vagas destinadas a pessoas Trans e Travestis nas Universidades Públicas do nosso País. Com o intuito, de garantir o acesso à universidades por essa população que historicamente tem sido prejudicada devido ao processo de apagamento social da sua identidade e expressão de gênero.",12.05.2023 14:30:15,12.05.2023 14:30:15,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/530,,,
1618,29,Transportes,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1618,,,Educação para o Trânsito como disciplina eletiva em escolas de ensino médio de tempo integral ,"Inclusão como disciplina eletiva em escolas de ensino médio de tempo integral para que o aluno na conclusão do curso, tenha cumprido a carga horária teórica necessária, como condição de obtenção da CNH Carteira Nacional de Habilitação. 
Será necessário ainda cumprir os requisitos exigidos pelo CTB Código de Trânsito Brasileiro junto aos Departamentos Estaduais de Trânsito - DETRAN's como parte do processo para habilitação.",26.05.2023 13:41:51,26.05.2023 13:41:51,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1618,,,
2181,28,Trabalho e Emprego,Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2181,,,Economia Solidária Popular,"1° - Fortalecimento das feiras  Regionais e Estaduais.

2° - Investimentos na Auta Gestão, Infraestrutura e equipamentos dos Empreendimentos da Economia Solidária.

3° - Potencializar as políticas públicas de Economia Popular Solidária nas periferias, e capacitação profissional na geração de trabalho e renda.",02.06.2023 19:10:22,02.06.2023 19:10:22,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2181,,,
581,2,"Assistência Social, Família e Combate à Fome",Adicione,,,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/581,,,Programa Futebol do Povo,"Instituir o Programa Futebol do Povo, destinado à reserva prioritária de ingressos por beneficiários do bolsa família e famílias inscritas no CadÚnico.
Detalhes da proposta: https://drive.google.com/file/d/1evzHsS6J4V10GfRtR_vqPAtX6q65PcBs/view?usp=sharing.",12.05.2023 15:34:54,12.05.2023 15:34:54,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/581,,,
