category/name/pt-BR,title/pt-BR,body/pt-BR
Integração e Desenvolvimento Regional,Ampliar Medidas e Políticas que Promovam a Redução de Assimetrias Regionais,"O Brasil é rico e diverso. Todavia, há discrepâncias gritantes entre as regiões, em termos de educação, saúde, renda, ciência e tecnlogia, etc.
O governo precisa elaborar medidas/políticas que diminuam essas assimetrias e tornem as regiões mais equilibradas e incluídas."
Educação,"CRIAÇÃO DA ""TVEDUCATIVA.GOV.BR"", um canal de educação na internet p/ todos níveis de ensino, onde professores votariam na escolha dos melhores vídeos.","É fundamental o Governo Federal aproveitar bem as possibilidades que se abrem com a Internet e o mundo digital para a Educação, tanto de crianças e jovens bem como a de adultos ainda analfabetos absolutos ou funcionais. Todos são capazes de aprender, e os vídeos didáticos são um recurso inestimável nesse sentido. Numa TV por internet o usuário escolhe o que assistir. Em escolas sem acesso à internet é possível replicar o site da TVEducativa com um pacote WAMP, que funciona como um servidor local"
Previdência Social,"Eu tenho fibromialgia, doença crônica desde  1992, vivo com dificuldades e com picos depressivo ","Inclusão de pessoas portadoras de doenças crônicas na previdência, precisamos ser reconhecido pelo governo, precisamos ser ajudados, vivemos com dor constantemente, temos dificuldades pra trabalhar, gastamos com remédios direto, e vivemos com a estima baixa e com o quadro depressivo em alta..
Pensando constantemente como vamos sobreviver e nos manter.
Tenho um filho com 13 anos e sou separada. Venho me virando nos trinta mas está bem difícil. Pensem com carinho na nossa situação."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Plano de Segurança Alimentar municipal,"Assegurar uma alimentação de qualidade para todas as famílias que se encontram em situação de vulnerabilidade social, de acordo com a análise técnica dos profissionais dentro da Assistência Social.
Desenvolver politicas públicas dentre as pastas municipais que garantam novos oportunidades para as famílias em situação vulneravel."
Educação,Somos todos professores ,"Inclusão no magistério, todos temos, segundo LDB , todos que trabalham em sala de aula, são professores, daí nossa inclusão
No magistério."
Saúde,NUTRI-SCORE para autonomia de escolhas mais saudáveis,"O sistema, conhecido como Nutri-Score ou 5C, que já existe na França, simplifica a informação dividindo os produtos industrializados em cinco categorias, marcadas por cores e letras. Os produtos são categorizados a partir de uma fórmula que calcula a quantidade de nutrientes para cada 100 gramas. Quanto mais frutas, legumes, fibras e proteínas, mais pontos. Quanto mais açúcar, sal e gordura, menos pontos. De “A verde-escuro”, para os alimentos bons para a saúde, a “E vermelho” para os ruins."
Educação,"Implementação de forma efetiva da Lei 13.935, de 2019, que prevê Assistente Sociais e Psicólogos nas Escolas da rede pública de ensino.","A Lei 13.935/2019 determina que as redes públicas de educação básica de todo o país contem com serviço social e de psicologia em equipes multiprofissionais com o objetivo de atender às necessidades e prioridades definidas pelas políticas de educação. No entanto a lei, não está sendo aplicada e em alguns Estados e Municípios não tem previsão nos seus orçamentos da inclusão deste profissionais na rede de educação. Sendo estes profissionais de fundamental importância na educação pública."
Pesca e Aquicultura,Pol´ítica pública e programa de incentivos aos pequenos e médios negócios da economia azul,"A PNRM possui foco em grandes empreendimentos de exploração do mar, mas negligencia os pequenos e médios negócios que poderiam aprimorar a pesca artesanal, estimular a criação das fazendas marinhas com o cultivo de crustáceos. algas e bivalves, estabelecer o turismo de base comunitária e náutico, além de uma série de outras atividades econômicas ligadas à economia do mar que são capazes de gerar emprego e renda às populações litorâneas, caiçaras e pequenos empreendedores."
Cultura,Bolsa livros e redução de impostos para publicação de obras literarias,"Hoje o que pesa em nosso país são vários impostos, com isso não podemos realizar muitas coisas, uma delas é a publicação do livro, onde impostos incidem sobre todo tipo de serviço desda diagramação até a capa.

Diante disso proponho o programa Bolsa livro, onde os escritores iniciantes receberiam R$ 10.000; 

O Governo além da bolsa para novos escritores/autores reduz  impostos de todos os produtos e serviços da publicação de um livro, para que fique mais barato a publicação."
Educação,Ampliação de posto de saúde em escola ,Colocar postos de saúde dentro das escolas
Direitos Humanos e Cidadania,Medidas para difundir o combate à violência estatal por parte dos agentes de segurança pública ,"Diante da substancial violência perpetrada por parte de agentes polícias a grupos de vulnerabilidade economia e social, cometendo abusos de autoridade e truculência com a premissa de que o medo seja uma forma de manter o controle social, é necessário medidas para difundir o combate de tais violações. O poder público tem a responsabilidade de atuar com medidas efetivas para dissipar quaisquer violações de direitos humanos. E a violência institucional evidencia um grave problema no Brasil."
Mulheres,Mulheres e mães de Crianças Especiais ,"Toda Mulher mãe que tenha que cuidar de seu Filho(a) PCN em qualquer grau precisa receber apoio Psicológico  e também uma Bolsa de auxílio mensal pois essas mães são impossibilitadas de atuarem no Mercado de Trabalho.
Assim terão através desse auxílio uma forma de se sentirem mais protegidas no que diz respeito a fatores socioeconômico.
Podendo através de uma política publica que possa orienta las para que elas também sintam que possuem  capacidade de serem Mulheres Empreendedoras e Mãe Especial"
,Fibromialgia mas benefício ,Que as pessoas que têm fibromialgia possa ser preferencial e mas direito não  estamos  em cadeira de rodas mas sentirmos  muitas dores pois no Brasil o que não falta é filas pra tudo longas e demoradas
Gestão e Inovação em Serviços Públicos,Criação e distribuição de sistemas para Portais de Transparência Municipais ,"Tendo em vista a fragilidade dos portais de transparência municipais, a União desenvolverá um sistema que atenda às necessidades dos governos municipais e da população para acesso às informações públicas.
O sistema pode ser inspirado no modelo de transparência da União, no qual é possível acessar dados por meio de gráficos, tabelas, tanto de informações resumidas quanto na íntegra. Deve ser considerado o download dos dados. A responsabilidade da manutenção será do município.
 gid://decide/Decidim::Hashtag/1/PropostaColetiva"
Planejamento e Orçamento,"Agenda permanente de alinhamento dos Planos Plurianuais Municipais, Estaduais ao PPA Federal","Agenda via Sistema Tecnológico(portal de acesso e transparência pública) permanente/obrigatória com fóruns e comitês gestores municipais, estaduais alinhados ao Planejamento Federal  para atuação permanente dos cíclos de planejamento de políticas públicas no Brasil, ,a fim de criar e manter uma cultura geral das realizações das etapas de Planejamento Desenvolvimento Monitoramento a Avaliação das Políticas Planos Projetos e Ações de Governo Federal, Estaduais e Municipais e Transparência pública"
Gestão e Inovação em Serviços Públicos,Ciência Política para editais de concurso,"O devido cumprimento do papel do servidor público exige a compreensão do papel do Estado Democrático na rotina do cidadão. Para isso, é preciso entender mais do que as regras, mas sua concepção e seus valores. Neste sentido, é preciso estimular o estudo da Ciência Política pelos candidatos a vagas no funcionalismo público, a fim de que não busquem carreiras somente com propósitos financeiros ou que apliquem seus conhecimentos de forma contraproducente à República."
Turismo,Incentivos a Pequenos aeroportos com potencial de turismo,"Passagens que possuem valor elevado para locais com potencial turístico grande devem ser implementados pelo governo. Capitais pequenas como Aracaju e João Pessoa podem receber mais turistas a partir de passagens aéreas mais baratas, inclusive com o incentivo para viagens dentro da própria região Nordeste. É inconcebível que um voo de Aracaju para Salvador ou João Pessoa sejam mais caros que voos para São Paulo ou Rio, com uma distância bem maior."
Cidades,Incentivo ao Desenvolvimento das Smart Cities nos 5.568 municípios brasileiros ,"Smart Cities são sistemas e pessoas interagindo e usando energia, materiais, serviços e financiamento para catalisar o desenvolvimento econômico e a melhoria da qualidade de vida. Logo, incentivar e financiar via políticas públicas a obrigatoriedade desses modelos de cidades tecnológicas criam ambientes de oportunidades permanentes para as várias gerações populacionais brasileiras e consequentemente fomentam a união de esforços para maior impacto de políticas publicas e seus recursos envolvidos"
Planejamento e Orçamento,Orçamento Participativo Impositivo 80% do OGU,"Orçamento autorizativo é aquele que não obriga o Poder Executivo a gastar todas as verbas autorizadas na Lei Orçamentária Anual (LOA) pelo Poder Legislativo. Já o orçamento impositivo(80%) ao revés, impõe a execução da totalidade das verbas da Lei Orçamentária Anual ao Poder Executivo, logo, a implementação da maior parte do Orçamento Geral da União como Orçamento impositivo garantiria a realização da vontade popular representada sem modificar seus projetos ações e programas mais significativos."
Trabalho e Emprego,Fabrica nacional de carros modernos ,"Quero colocar a prova que podemos fazer carros modernos (híbridos elétricos) seguros, completos , com pequenas fabricas espalhadas por todo brasil , sem depender de multinacional o preço desaba e sabemos que no brasil carro é a base de preço pra tudo . mas a quantidade de empregos gerados nesse modelo se multiplica"
Meio Ambiente e Mudança do Clima,Plano Nacional de Adaptação à Mudança do Clima - PNA (2º Ciclo: 2024-2027),"Objetivo: promover a gestão e redução do risco climático no país frente aos efeitos adversos associados à mudança do clima, de forma a aproveitar as oportunidades emergentes, evitar perdas e danos e construir instrumentos que permitam a adaptação dos sistemas naturais, humanos, produtivos e de infraestrutura.
- Objetivos do 1º Ciclo e;
- Viabilizar, por meio de uma estratégia nacional, os Planos de Mitigação e Adaptação às Mudanças Climáticas – PMAMC das grandes e médias cidades (2º Ciclo)"
Educação,Ônibus-biblioteca,"A criação de ônibus-biblioteca permitirá que a leitura chegue a quem mais precise. Os ônibus partiriam de Universidades, Institutos Federais ou até mesmo bibliotecas estaduais e municipais levando o livro para a porta de escolas menores ou  comunidades mais afastadas. O projeto facilitaria o acesso aos alunos de cursos EAD que moram longe dos grandes centros e não podem comprar livros."
Direitos Humanos e Cidadania,Criação das Casas de Acolhimento para Pessoas LGBTI+ do Pará,"Propomos a criação de espaços de acolhimento destinados a pessoas LGBTI+, sendo o primeiro em Belém. Os espaços terão o papel de receber e reinserir na sociedade as pessoas em situação de rua, que foram expulsas de casa pela família, que precisaram sair de seus municípios de origem, que estão sendo perseguidas por familiares, entre outras diferentes violências que atravessam a população formada por Travestis, Transexuais, Lésbicas, Gays, Bissexuais, entre outras pessoas da população LGBTI+."
Direitos Humanos e Cidadania,Criação do Fundo Estadual das Juventudes Paraenses,"Propomos a criação de um fundo estadual voltado para a promoção de políticas públicas e projetos que atendam as juventudes do Estado do Pará, atrelado ao Conselho de Juventude do Estado do Pará. O fundo ajudará a garantir que milhares de jovens negros, indígenas, quilombolas, ribeirinhos, LGBTI+, das diferentes regiões do estado tenham acesso aos seus direitos. O COJUEPA reúne jovens representantes das 12 regiões de integração do estado e poderá auxiliar na boa utilização desses recursos."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Cofinanciamento Regionalizado, Considerando o Fator Amazônico.","Destinar percentual de recursos conforme as realidades e especificidades de cada região, garantindo estudo sobre os custos dos serviços, programas, benefícios e projetos, bem como dos equipamentos, gestão  e controle social do SUAS considerando a complexidade do fator amazônico e do semi árido nordestino."
Saúde,Plano de Saúde para todos os servidores TAE,Criação de plano de saúde próprio para atender todos servidores Técnicos Administrativo em Educação Federal em todo Brasil.
,Ampliação dos recursos financeiros do SUAS para equipamentos sociais,"Garantir a ampliação do cofinanciamento do SUAS, destacando-se o fator amazônico, para a criação, melhoria e/ou ampliação de espaços de acolhimento, de convivência, ações e serviços de Proteção Básica e Proteção Especial voltados para famílias em situação de vulnerabilidade social (Pessoa Idosa, Mulher, Pessoa com Deficiência, Criança e Adolescentes, Juventude, População LGBTQIA+, Afro-descendentes, Igualdade racial)."
Turismo,"Criação da Rota Internacional Integrada do Turismo no âmbito do MERCOSUL denominada ""Mundo Gaucho"".","Projeto para a criação da Rota Internacional de Turismo Integrado do MERCOSUL denominada ""MUNDO GAUCHO"", envolvendo  cinco países integantes do bloco ( Brasil, Argentina, Uruguai, Paraguai e Chile), a exemplo da Rota Internacional de Turismo  ""MUNDO MAIA"" (México, Belize, El Salvador, Honduras e Guatemala). OBJETIVOS: promover o desenvolvimento econômico e social sustentável do território abrangido, com a diversificação da economia local através da ampla cadeia produtiva do turismo."
Direitos Humanos e Cidadania,Sistema Unico de Mobilidade / Federalização do passe Livre,"Criação de um sistema único integrado de mobilidade urbana, em parceria com estados a municípios, que fomente a gratuidade no transporte publico de qualidade, com ênfase nos transportes coletivos movidos a energia limpa.
Financiado por um fundo centralizado, alimentado proporcionalmente com recurso federal, estadual e municipal, e/ou mediante a contribuição de uso viário cobrado de carros, caminhões e ônibus privados e particulares proporcionalmente ao valor e índice de poluição."
Cultura,Integração à cultura afrodescendente para crianças e adolescentes .,"Criar atividades culturais para crianças e adolescentes , como danças típicas, artesanato e culinária . Através de aulas periódicas em nosso centro comunitário Calunga . Residente em Aparecida de Goiânia"
Trabalho e Emprego,"Ampliação de empregos, reduzindo carga horária de trabalhadores e reduzindo lucros de grandes empresas","Propor  a redução da carga horária em todas as atividades de trabalho a nível nacional sem a redução de salários. 
Alocar toda a população desempregada nas horas sobrantes de trabalho.
Reduzir a margem de lucro de grandes empresários através de lei, elaborando uma taxa máxima de lucro que deve ser reduzida com o passar dos anos, transferindo estes valores excedentes para os trabalhadores, desta forma contribuindo minimamente para redução da desigualdade social no país."
"Desenvolvimento, Indústria, Comércio e Serviços",Priorização de desafogamento das micro e pequenas empresas (MEI. ME),"Criação de projeto. Para a finalidades das micro empresas que estão operando amais de 1 ano. E que estão com dívidas mas ainda estão operando . 
O projeto seria que essas micro empresas tivessem um crédito garantido para capital de giro.
Um outro crédito para ampliação das atividades de comercio. 
Credito garantido as micro e pequenas empresas."
Mulheres,Combatendo contra violência nas mulheres 👊,"Fazer palestras e campanhas para combater o feminicídio,violência contra as mulheres e ensinar diversos sinas de S.O.S."
Meio Ambiente e Mudança do Clima,Enfrentamento da Emergência Climática - Educação Ambiental,"Objetivo Específico: Incrementar a Educação Ambiental Participativa, Popular e Territorial para a promoção do bem viver e enfrentamento das emergências climáticas. 
Entrega 1: Criar Centros de Educação Socioambiental, Salas Verdes e outros arranjos territoriais de educação ambiental.
Entrega 2: Formação de agentes comunitários populares, gestores, juventude e outros atores para o enfrentamento  das emergências climáticas."
Meio Ambiente e Mudança do Clima,Inserção da Polinização Dirigida como ferramenta do Programa ABC+,"Tornar a prática da polinização dirigida (PD) em ferramenta de uma agropecuária de baixa emissão de carbono, onde o Brasil seja protagonista de soluções para duas grandes questões mundiais que se apresentam atualmente, as mudanças climáticas e garantia de segurança alimentar, na medida em que permite a produção de alimentos sustentavelmente com uso de polinizadores, reduzindo a necessidade de abertura de novas áreas, de desmatamento, do uso do fogo, reduzindo a emissão de gases de efeito estufa."
Trabalho e Emprego,# Enfrentamento da Emergência climática - Educação Ambiental,"Objetivo Específico: Incrementar a Educação Ambiental, Participativa, Popular e Territorial, para a promoção do bem viver e enfrentamento das emergências climáticas.
Entrega 1: Criar Centros de Educação Socioambiental, Salas Verdes e outros arranjos territoriais de educação ambiental.
Entrega 2: Formação de agentes comunitários populares, gestores, juventude e outros atores para o enfrentamento das emergências climáticas."
Desenvolvimento Agrário e Agricultura Familiar,"Serviços  de Assistencia Técnia e Extensão para a  Agricultura Familiar , Efeciente e de Qualidade","Os serviços de ATER Pública , hoje  esta sucateado , sem capacitaçao e apenas realizando serviços burocratico."
Saúde,Universidade popular de Medicina ,"Criar ou formar parcerias para a criação de universidades de medicina com subsidios governamentais para dar mais acesso à população de classe baixa, formar o médico popular, um profissional que vai atender as regiões menos favorecidas."
Meio Ambiente e Mudança do Clima,Promover a inserção social e econômica das Unidades de Conservação da Amazônia.      ,"As Unidades de Conservação da Amazônia apresentam grande potencial de inserção social e econômica, principalmente pelas atividades de visitação, ecoturismo e turismo comunitário. Entretanto, o Brasil não investe nos Planos de Uso Público dessas Unidades, tornando-as espaços fechados e conflituosos. O Governo Federal-ICMBio poderia incentivar a elaboração de roteiros integrados de tursimo nas Unidades de Conservação da Amazônia. Um PROECOTUR AMAZÔNIA revisitado."
Povos Indígenas,Cota Indígena em Concursos Públicos Federeis,"Incluir cotas em concurso público federal a cota para indígenas, além de atender os deficientes e afrodescendentes, 

A missão de corrigir desigualdades que impedem grupos sociais historicamente discriminados de acessar não somente o ensino superior no Brasil, como o ingresso em concursos públicos.

Políticas de cotas para os povos indígenas em concursos federais !"
Planejamento e Orçamento,Superando a dependência dos royalties por meio do investimento no desenvolvimento local e regional,"Investir em ações estratégicas de acordo com as vocações local e regional para a recomposição orçamentária de municípios com queda na arrecadação de royalties. Para isso, o governo federal: subsidiará o diagnóstico das vocações locais e regionais; realizará abertura de editais para fomentar ações; criará fundo para o financiamento das ações e cronograma de repasse da União aos estados e municípios; fixará recursos dos royalties como fonte de financiamento. gid://decide/Decidim::Hashtag/1/PropostaColetiva gid://decide/Decidim::Hashtag/24/associacaoraizes"
Saúde,Construção de hospitais veterinários públicos para atendimento a população carente,"Um grande problema atual nas cidades brasileiras, é a enorme quantidade de animais, especialmente, cães e gatos, abandonados nas ruas. Esses animais muitas das vezes, tem tutores, mas que não conseguem arcar com os custos de tratamento médico veterinário e acabam por abandonar os animais doentes. A construção dos hospitais, é de grande importância não apenas em função dos direitos animais, mas sobretudo em função da saúde pública. Os locais serviriam também para programas de castração animal."
Saúde,'- Saúde pública.,"Tão importante quanto oferecer o melhor tratamento é garantir seu início em tempo oportuno. Regular com agilidade salva vidas e poupa recursos municipais, possibilitando a diminuição de até 80% nos custos totais. Uma Regulação bem estruturada promove a redução de filas no SUS e otimiza todo o sistema."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Políticas Publicas para a Promoção do Envelhecimento  da População com Dignidade,"Objetivo Específico: Implantar e incrementar programas e projetos que promovam condições para que o envelhecimento da população brasileira aconteça com dignidade.
Entrega 1: Apoiar, divulgar e criar associações de debate e de formulação de políticas e práticas que tenham como objetivo a conscientização da população acerca dos direitos das pessoas idosas.
Entrega 2: Capacitar agentes públicos e privados para o esclarecimento do significado de envelhecer com dignidade."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Reestruturação do Programa Nacional de Inclusão de Jovens – ProJovem Adolescente, Urbano e Rural/Campo e Trabalhador","A qualificação profissional de adolescentes e jovens, significa adquirir conhecimento profissional e técnico se tornando uma corrida por inserção social e econômica no país. O Projovem (Programa Nacional de Jovens) tem em sua essencia promove a educação profissional e qualificação social."
"Desenvolvimento, Indústria, Comércio e Serviços",Centro popular de negócios ,"Criar centro popular de negócios, criar centros, tipo galeria de espaços gratuitos para empreendedores iniciantes. Um lugar para que o futuro empreendedor possa dar início ao seu negócio se precisar gastar com aluguel, lugar livre de impostos, que possa dar a oportunidade da empresa passar ao menos dois ou três anos sem custos. Isso vai dar muitas oportunidades aos futuros empreendedores."
Gestão e Inovação em Serviços Públicos,Organização das Carreiras do Executivo Federal em um Quadro Geral de Pessoal,"Organização das Carreiras do Poder Executivo Federal em um Quadro Geral de Pessoal, viabilizando a correta isonomia salarial e a mobilidade horizontal. Por meio deste Quadro Geral, seriam estabelecidas carreiras únicas para os mesmos cargos (com a definição dos requisitos, níveis e remuneração), com lotação distribuída em todos os órgãos que sejam necessários, permitindo a mobilidade entre estes e a otimização no recrutamento, seleção e aproveitamento da força de trabalho."
Gestão e Inovação em Serviços Públicos,Me Fabiana Silva sou da 6 chamada turno manhã do faço parte do programa Amapá jovem em Macapá e importante ver isso na sociedade um bem mas precioso ,Nós na população devemos ser valorizado cada vez mas
Trabalho e Emprego,Equiparação dos direitos e deveres de criadores de animais de estimação à pais e mães frente a necessidade de assitência médica veterinária. ,"A proposta tenta reduzir a displicência dos responsáveis de pets frente a nevesside de levá-los e acompanhá-los em estabelecimento de saúde Médico-Veterirnário.

Por não haver equivalência da justificativa de falta ao trabalho para acompanhar menor de idade e dependente incapaz, os tutores adiam a busca por assistência médica veterinária, o que aumenta os gastos e riscos à saúde do animal.

SUGERE a normatização de um termo médico veterinário de presença como acompanhante (atestado)."
"Ciência, Tecnologia e Inovação",Centro Franco Brasileiro da Biodiversidade Amazônica – CFBBA,"Os presidentes Luiz Inácio Lula da Silva e Nicolas Sarkozy assinaram em 2008 um protocolo para a implantação do Centro Franco-Brasileiro da Biodiversidade Amazônica. O projeto foi detalhado e não implementado pelo Governo Federal, frustrando as instituições de pesquisa vinculadas ao projeto. Este poderia ser um dos projetos a ser apoiado pelo Fundo Amazônia, numa ação conjunta Brasil-França pelo clima (COP 30)."
Educação,A coeducação entre gerações como condição para uma nova humanidade e outro mundo possível,"Promover espaços  que facilitem encontros, diálogos e trocas entre as diferentes gerações, como fecundos campos de aprendizagens significativas e de potência de ação coletiva para serem redescobertos, tais como são os povos originários, como autênticos ""coletivos educadores"". Isso, para o desenvolvimento de consciência ética sobre todas as formas de vida no planeta. Esta é uma condição para a construção de uma nova humanidade (provável) e outro mundo (possível)."
Agricultura e Pecuária,Criação da Política Pública Federal de Melhoria Genética dos rebanhos Pecuários,"Uma das causas dos reduzidos índices de produtividade é a baixa qualidade genética dos animais, porque a maioria dos pequenos pecuaristas têm pouco conhecimento sobre as ferramentas de melhoramento genético, ou têm dificuldades de colocá-los em prática, em função do custo. Democratizar a genética animal promovendo a melhoria da qualidade genética dos rebanhos pecuários bovino, ovino e caprino de corte e leite, aos pequenos pecuaristas , oportunizando ganhos de produtividade, produção e renda."
Meio Ambiente e Mudança do Clima,"Regulamentar a Avaliação Ambiental Estratégica para políticas, planos e programas do Governo Federal de  ","A Avaliação Ambiental Estratégica (AAE) é um instrumento preventivo a  possíveis impactos sinergéticos e acumulativos de políticas, planos e programas governamentais. O instrumento não é regularizado no Brasil, apesar de iniciativas do MMA em capacitação técnica em gestões anteriores. A adoção da AAE amenizaria conflitos decorrentes da exploração de recursos e de uso da terra, se assim o Zoneamento Ecológico-Econômico prevê ou mesmo diante do Planos Regionais de Desenvolvimento (PRDs)."
Povos Indígenas,Povo indígenas. ,"'- Garantir a demarcação,  proteção ambiental e territorial dos territórios indígenas. 
- Incentivo para Vigilância, monitoramento e brigada de incêndio nos territórios indígenas 
- Aumentar o recurso do Sistema de Atenção a Saúde indígena para recuperação, prevenção e promoção da saúde indígena e saúde da mulher indígena. 
- Implantar sistema específico de empreendedorismo, turismo comunitário, sustentabilidade e geração de renda para os povos indígenas.
- Implantar sistema de educação indígena."
Integração e Desenvolvimento Regional,Plano de Cargos e salários para as Superintendências de Desenvolvimento Regional,"Estabelecer Plano de Cargos para Sudam, Sudene e Sudeco tem caráter urgente e estratégico para a atuação do Governo Federal.
Nos últimos anos, esses órgãos tem sofrido com a redução de seus quadros funcionais, vista a elevada qualificação técnica dos servidores e o baixo poder de retenção das remunerações.
As Superintendências, que são responsáveis pela elaboração dos Planos Regionais de Desenvolvimento, são fundamentais à atuação do Estado no combate às desigualdades regionais."
,Cotas para alunos de escolas públicas em universidades,"Acabar com cotas raciais, de indígenas, GLBTIQA+, etc. que geram mais racismo e fragmentação, implantam tribunais de cor e beneficiam as minorias ricas desses fragmentos de população."
Integração e Desenvolvimento Regional,"Desenvolvimento Regional da Amazônia, com verticalização da produção e qualificação profissional ","Implementar infraestruturas que considerem a realidade regional e as particularidades das comunidades, povos e territórios, garantindo desenvolvimento, valorização, potencialização das diversas áreas regionais e econômicas com geração de empregos e distribuição de renda aos amazônidas."
Trabalho e Emprego,Formação e qualificação profissional ,"Garantir a formação e qualificação profissional dos trabalhadores, avançar com mais Institutos federais de ensino e universidades nas inúmeras e diversas regiões da Amazônia para produzir o conhecimento científico, promover as inovações tecnológicas, constituir massa crítica, incentivar e apoiar o setor produtivo; com ensino, pesquisa e extensão voltados para as realidades regionais."
Gestão e Inovação em Serviços Públicos,Política de valorização do servidor público ,"Implementar políticas de valorização do servidor público por meio de concursos públicos, diminuição de cargos comissionados e implementação da data base prevista na Constituição Federal para todos os servidores públicos."
Esporte,Bolsa atleta - Incentivo para atletas que treinam por conta própria e não tem patrocínio,"Criar incentivos para os futuros atletas com bolsas/patrocínios. Hoje a maioria dos atletas nacionais são do exercito, marinha ou aeronáutica. Sendo assim incentivar atletas que dedicam ao esporte por conta própria"
Mulheres,Ampliação da licença maternidade de 4 para 6 meses e paternidade ,"No Brasil, a licença maternidade se dá por 4 meses após o nascimento, sendo o ideal o aleitamento materno exclusivo até os 6 meses. Com o adianto da volta ao trabalho, muitas mães deixam de amamentar por ter que voltar antes do período, que é sugerido pela OMS os 6 meses. Além disso, sugere-se a licença paternidade ampliada de 5 dias para 2 semanas para dar apoio e suporte à mãe."
Desenvolvimento Agrário e Agricultura Familiar,Acelerar o assentamento de todas as famílias acampadas no Brasil,Assentar as famílias acampadas em todo Brasil para fins de reforma agrária através da arrecadação de: 1. Terras públicas e devolutas próximas às cidades e às margens de rodovias federais e estaduais para assentamentos emergenciais ; 2.Terras de fazendas que cometeram crimes ambientais ou praticaram trabalho escravo; 3.Áreas de terras pertencentes às empresas e fazendas endividadas junto à União ou bancos públicos e destiná-las para projetos de Reforma Agrária.
Saúde,Regulação para uso de telemedicina em Unidades Básicas de Saúde onde há dificuldade de atendimento médico presencial.,"Regulamentar o uso da telemedicina em  Unidades Básicas de Saúde onde haveria dificuldade de atendimento médico, com apoio de equipe multidisciplinar para avaliação física."
Planejamento e Orçamento,Valorização salarial dos contratados temporários do IBGE de acordo com o aprovado pelo Conselho Diretor da fundação.,"Os contratados temporários do IBGE,  pela lei n° 8745/93, sofrem há cerca de 7 anos com as perdas salariais decorrentes do congelamento do salário. Somos uma das únicas classes do serviço público federal a receber um salário próximo ao mínimo, com jornada de 40h semanais, num vínculo sem qualquer estrutura de apoio próximo ao fim do contrato. O que se pede aqui é uma previsão legal de aumento do aporte, de forma anual, ao orçamento do IBGE, para reajuste anual do salário dos temporários."
"Ciência, Tecnologia e Inovação",Criação de um centro nacional de desenvolvimento tecnológico,"O projeto visa a transformação de uma cidade (ou mais; a ser escolhida) com problemas sociais ou com pouca infraestrutura para abrigar um novo complexo de desenvolvimento tecnológico voltado à capacitação e emprego de pessoas da região e captação de tecnologias e serviço para o país (IAs brasileiras para brasileiros e o mundo), com participação da iniciativa privada nacional (com incentivos) e em conjunto com países que queiram expandir seu próprios parques tech (USA, China, UE, etc) aqui."
Esporte,Proposta Educacional  Futebol  de  Base  – Todos na Escola,"PROPOSTA FUTEBOL DE BASE – TODOS NA ESCOLA tem como objetivo resgatar uma educação básica que seja capaz de unir a escola e a bola, no qual se faz necessária a construção de um sistema de ensino que atenda às necessidades reais do atleta e suas nuanças especificas e que leve em conta a relação do calendário letivo X ao calendário das competições em geral que impacta na vida de um esportista e a partir disso também anexar o mesmo como aluno itinerante para que possa de fato atender está demanda."
Justiça e Segurança Pública,Saúde e Qualidade de Vida no Trabalho do Servidor da Segurança Pública,"Sabemos que um dos maiores problemas de saúde (se não o maior) que o servidor da segurança pública é acometido é o sofrimento mental  que exprime das mais variadas formas sejam em suas abordagens (mais violentas), seja em casa, ou mesmo entre os pares (vimos recentemente nos jornais um servidor que matou seus 02 superiores. Fora os índices de suicídio nestas categorias que são bem maiores do que os da população em geral, 
Assim poderemos pensar ações que possam mitigar esse problema."
Meio Ambiente e Mudança do Clima,Revitalização e Urbanização da Lagoa que dá o nome à Cidade de Lagoa Grande MG.,"Revitalização e Urbanização da Lagoa que dá o nome à Cidade de Lagoa Grande MG. A revitalização e urbanização da Lagoa são ações de meio ambiente e turismo, que pode criar muitas oportunidades de trabalho e renda para a população do município de Lagoa Grande MG."
Desenvolvimento Agrário e Agricultura Familiar,Plano de fomento à agroecologia para a Amazônia,"Construir um programa de incentivo à organização de casas de sementes, viveiros de mudas nativas e frutíferas em territórios da agricultura familiar camponesa e comunidades tradicionais; Criar um programa de bioinsumos objetivando: a) Estimular a instalação de biofábricas e sistemas de multiplicação de microrganismos; Garantir subsídios para estabelecimento de unidades de beneficiamento de sementes de diferentes portes em cooperativas, associações ou grupos informais de agricultores familiares;"
Saúde,"Saúde mental no SUS, no SUAS e nas escolas municipais e estaduais","É de fundamental importância o incentivo a presença de profissionais de psicologia nos serviços de saúde e de educação do nosso país, visto o número crescente de casos de violência e sofrimento em saúde mental. Dessa forma, também se torna necessária a qualificação e capacitação sobre a temática de todos os profissionais presentes nos serviços."
Integração e Desenvolvimento Regional,Política para fortalecimento da agricultura camponesa e dos povos tradicionais da Amazônia ,"1. Garantir o repasse de 30% da arrecadação do CFEM para fortalecimento da agricultura camponesa e dos povos tradicionais da Amazônia;
2. Criar um Conselho dos Povos da Amazônia como mecanismo de participação popular ativa na formulação de políticas para a Amazônia, propondo, validando ou modificando as proposições do governo; criando condições para que os povos se reúnam para discutir a realidade e necessidades da região;"
