Categoria,Texto
Saúde,Criar um hospital regional 100%SUS . Hospital transfronteiriço
Educação,"Revisão na tabela de imposto de renda . É inacreditável um Professor e um trabalhador pagar a mesma alíquota de 27% de IR que um empresário milionário. Enquanto eles vivem de renda e de lucro, nós, Professores e trabalhadores não temos renda, não somos rentistas, somos assalariados. Por uma tabela justa e realista de IR!"
Direitos Humanos e Cidadania,"Pena máxima aos abusos sexuais e abusos infantil . Pena máxima aos abusos sexuais infantil e a mulheres independente de gênero .
Obs existe milhares de abusos sexuais acontecendo no Brasil, ainda mas com nossas crianças tao frágil que deveria ser as mas protegida de tudo inocência roubada e crime devemos lutar por essa causa isso não é normal na nossa sociedade brasileira e crime se tem lei deve ser exercida com vigor severo vamos lutar por essa causa isso tem que parar não se cale mas ."
Saúde,Aumentar o piso salarial da enfermagem  anualmente. O piso  salarial da enfermagem tenha aumento anualmente para a valorização da categoria.
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Inclusão Social via Língua e Alimento. Essa proposta está ancorada nos dois principais pilares da Identidade Cultural: Língua e Alimento. O seu objetivo principal é dar às comunidades a oportunidade  de :tomar nas próprias mãos a administração do combate a fome e fortalecer o ensino da língua portuguesa. As ações estariam centralizadas nos jovens das comunidades e estudantes universitários que estejam  entre 19 e 29 anos.

Ações:  Cooperativas Bancos de Alimentos /   Escolas de Alimentação Censo Sócio Nutricional"
Meio Ambiente e Mudança do Clima,"Ampliação do Programa Minha Casa Minha Vida para Comunidades Tradicionais . Ampliação do Programa Minha Casa Minha Vida para Comunidades Tradicionais em padrões de construção adaptados à sua cultura e condições ambientais.
Com as mudanças climáticas secas e cheias extremas têm maior potencial de ocorrência, além de ser uma forma de proteção contra onças, cobras etc
Na Barra do São Lourenço, Pantanal de Corumbá - MS, a comunidade ribeirinha sofre anualmente com as cheias, sendo necessário improvisar jirau. A construção de palafitas seria uma forma de mitigação/adaptação."
Educação,"Revisão Novo Ensino Médio . Suspender e revogar já para o próximo ano essa pseudo reforma do Ensino Médio extremamente ineficiente, que afasta aínda mais os jovens da escola e não atende as necessidades dos nossos jovens. É preciso retornar com as cargas horárias das disciplinas de humanidade e a formação do pensamento crítico na construção de cidadãos autônomos. Esse nono ensino médio é um crime e vida criar ainda mais desigualdade em nosso país, sucateando a Educação pública,"
Gestão e Inovação em Serviços Públicos,"Eliminar corrupção em fiscalizações. Tendo em vista que os dois maiores problemas em nosso país são a desigualdade social e a corrupção, minha proposta é focada na eliminação de corrupção em QUALQUER nível de FISCALIZAÇÃO, por exemplo, fiscalizar o fiscal. Nosso problema não é apenas lei e/ou justiça, mas principalmente a corrupção para cumprimento da lei ou cumprimento da justiça, isso é determinante para forçar que todas as partes envolvidas sejam VERDADEIRAMENTE corretas e honestas."
Mulheres,Mulher Para um bom viver. Não discriminar as mulheres e dar mais participação na vida social política e econômica
Desenvolvimento Agrário e Agricultura Familiar,"Tornar realidade A MEGA produção de biogás e biofertilizante através dos dejetos animais e humanos das propriedades rurais de reforma agrária . . Com a população imensa de animais, nas milhões de propriedades da agricultura familiar do nosso país. Poderíamos ser o maior produtor de biometano do mundo . Com caminhões recolhendo esse gás nos biodigestores das propriedades e gerando renda pra todas essas famílias assim teríamos uma nova matriz energética , fomentando inclusive a produção de hidrogênio verde Exportando a nossa energia e combustível totalmente renovável e sustentável! Podemos mudar pra melhor a realidade social de milhões de p"
Agricultura e Pecuária,"Tornar realidade a mega produção de biogás e biofertilizante através dos dejetos animais e humanos das propriedades rurais de reforma agrária . . Com a população imensa de animais, nas milhões de propriedades da agricultura familiar do nosso país . Poderíamos ser o maior produtor de biometano do mundo . Com caminhões recolhendo esse gás nas propriedades e dessa forma gerando renda pra essas famílias . 
E com isso teríamos uma nova matriz energética , fomentando inclusive a produção de hidrogênio verde ! Exportando a nossa energia e combustível totalmente renovável e sustentável! Podemos mudar pra melhor perspectiva de toda uma sociedade!"
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Sem direito ao benefício bolsa família . Mães solos que nunca receberam o bolsa família
Educação,Insenção de desconto de 14% dos aposentados estutários. . Sou do Ceará  e já estou aposentada e ainda pago desconto de 14% previdenciário.  Paguei durante meus 37 anos de trabalho para poder me aposentar e desde 2019 criaram uma lei que aposentado teria que continuar pagando previdência. Acho injusto isso . Peço que revejam estas políticas adotadas pelos estados em relação a aposentados.
Transportes,"BRT Luziânia GO a Brasília DF, Transporte Público. . Esse projeto atende a Região Metropolitana do Distrito Federal, dando mais conforto pata os passageiros que utilizam o transporte rodoviário."
Educação,"Educação e boas práticas educacionais. Melhorar e fiscalizar a grade curricular do ensino fundamental e do ensino médio, principalmente público, bem como exigir qualidade de ensino superior, principalmente, das instituições particulares. Além disso e tão importante quanto, é incentivar toda população brasileira com boas práticas educacionais, consciência política e consciência social. Assim como, valorizar os profissionais da educação."
Educação,"Criação de Curso de Engenharia Ferroviária na Cidade de Santa Maria Em Parceria com IFEs, da região.. O Curso de Engenharia Ferroviária será voltado ao estudo da engenharia ferroviária em todos seus aspectos desde a preservação da malha ferroviária atual, ampliação, estudos das locomotivas, restauração dos vagões, galpões, melhoramento da logística Ferroviária na região central do RS, com grande potencial turístico, inclusivo, sustentável e social. Trazendo uma nova pecpectiva de crescimento para região."
Educação,"Piso do Magistério para Professores dos Institutos Federais . O salário inicial para um professor graduado dos Institutos Federais em regime de 40hrs está em torno de 3400 reais. Este valor é inferior ao piso do magistério que passa dos 4 mil reais atualmente! Como o governo federal quer que os municípios cumpram a lei do piso do magistério se nem ele mesmo cumpre? 

Requisita-se que a União cumpra a lei do piso salarial do magistério para essa carreira também!"
Saúde,Fibromialgia dorcronica  2023 . Inclui a FIBROMIALGIA dor crônica como deficiência que e incapacitante .
Justiça e Segurança Pública,"Incluir bombeiros municipais do Município e os bombeiro voluntário da sociedade civil, através do novo parágrafo § 11 e Alínea A, ao Art 144 da CF/88.. Artigo 144 da CF/88 - acrescido do paragrafo § 11 e Alínea A.

Parágrafo § 11 O Estado poderá aceitar bombeiros municipais constituído pelo Município, para complementar o serviço de bombeiro pelo corpo de bombeiros, conforme dispuser a lei.

Alínea A ao novo parágrafo § 11.
§ 11 -A. O Estado poderá compor o contingente com bombeiros voluntários da sociedade civil, para o serviço de bombeiro e atividade de defesa civil, conforme dispor o Município."
Igualdade Racial,A paz entre os adeptos dos diversos seguimentos religiosos . Uma política estruturada com os líderes representantes de cada seguimiento religioso existente no Brasil para por fim no preconceito e auxiliar na desmitificaçao que as religiões de matrizes afrinacanas são demoníacas.
Esporte,"Esporte para todos expandindo oportunidades . Descrição do projeto:

O projeto ""Esporte para Todos: Expandindo Oportunidades"" tem como objetivo criar polos esportivos educacionais em diversas cidades do Brasil, especialmente em áreas de maior vulnerabilidade social. Cada polo será composto por profissionais de Educação Física e estagiários , que atuarão como multiplicadores de conhecimento esportivo participativo educacionais e promotores de atividades físicas."
Controladoria-Geral da União,Programas direcionado pra deficientes físicos receberem aparelhos mecanismos como pernasmecanicas em todo Brasil participativo . Aparelho mecânico aos deficientes amputado
"Desenvolvimento, Indústria, Comércio e Serviços","Combustível barato para cidades carente; Identificação da origem (refinaria privada ou pública). Conceder concessões à  novos postos de combustíveis para comercializar petróleo oriundo de refinarias não privatizadas para que as cidades mais carentes tenha acesso aos preços estipulados pela Petrobras e não apenas pelas refinarias que foram privatizadas. 
Proposta 2: identificar, assim como foi feito com os produtos transgênico, origem dos combustíveis fornecidos pelo posto, se é de origem refinarias privadas ou pública/privada."
Igualdade Racial,"Pagamento da dívida de séculos de escravidão em dinheiro ao povo brasileiro, descendentes das pessoas escravizados.. Ressarcimento  já, em dinheiro ,em real, em especie ,em moeda brasileira . Remuneração por tempo trabalhado as filhas e filhos dos que construíram esse pais e não era e não foi pago seu tempo de serviço. Que seja criada  possibilidades pra que essa divida seja paga o mais rápido possivel ."
Transportes,"Transporte público mais seguro e efetivo . Auxílio do poder federal em fomentar a malha ferroviária e rodoviária. Metrô 24h, aumento nas linhas de ônibus e presença de um agente de segurança em todas as linhas em funcionamento (inclusive nas de ônibus). Sistemas de informações efetivos através de parcerias público-privadas para rastreamento do ônibus e aviso de sua chegada nos pontos onde param, possivelmente por aplicativos oficiais ou no próprio ponto de ônibus."
Saúde,Piso salarial que seja realizado. Piso para técnico em enfermagem de R$ 3. 325 reais
Direitos Humanos e Cidadania,"Laboratório de Vivência de Ditadura: ditadura nunca mais.. Designação de área territorial, sob os cuidados da união, que implantarà e implementarà um pseudo Estado que possibilite vivenciar a ditadura. O indivíduo, maior de idade, será voluntariamente admitido no laboratório, e permanerá por até 30 dias, aos cuidados da união e experienciará os cenários comuns dos Estados Totalitários. Entendemos que uma providência como esta será de utilidade pública pois auxiliará as pessoas na tomada de consciência sobre democracia e ditadura."
Previdência Social,"Aposentadoria para pessoas a partir dos 40 anos que não conseguem trabalho.. Uma sugestão muito importante que gostaria de fazer, é de que se criasse uma lei para pessoas a partir dos 40 anos que não conseguem trabalho, devido a concorrência com pessoas mais jovens. Elas deveriam ser aposentadas pelo governo .O que vemos  é o preconceito com pessoas mais velhas. Velha para o mercado de trabalho e nova para se aposentar.Cabe aos jovens contribuírem para aposentadoria dos mais velhos, já que são eles que têm a preferência e estão tomando as vagas desse grupo de pessoas."
Saúde,"Falta de dignidade pra viver.. Temos grande falta nos atendimentos aos profissionais da saúde, medicações que não temos nas redes públicas, e principalmente uma grande dificuldade em conseguir trabalhar pois muitas das vezes estão sem condições até de levantar da cama,por conta das dores e quando tentamos um benefícios via INSS somos negados pq para os peritos nossa doença segundo eles não nos impede de trabalhar mais não sabem o quanto estamos sofrendo psicologicamente e carnal, só que tem essa doença sabe o quanto é difícil"
Mulheres,"Prêmio + Mulher . * Prêmio + Mulher : Que visa em incentivar o combate de violência
contra a Mulher  na administração privada. Estabelecendo uma
engenharia de parâmetros para analise de ações que avalia
execuções estabelecidas , com premiações em recursos financeiros,medalhas de honra ao mérito e troféus.   A administração publica emmodo geral precisa delegar competências e funções para a administração privada. Não se tem atualmente nenhuma empresa
privada, tenha um programa de combate a violência contra a mulher"
Fazenda,Isenção de Imposto de Renda para Aposentados maiores de 60 anos.. Isentar todos os Aposentados maiores de 60 anos da contribuição do IRPF que contribuíram no mínimo com  30 anos para o INSS.
Saúde,"Piso da Saúde Bucal lei 3.999/61 - Financiamento Federal. Os Auxiliares e Tecnicos em Saúde Bucal  e  Cirurgiões Dentistas, que compõem a saúde bucal, vem através deste solicitar financiamento federal para o cumprimento do seu piso nacional na lei 3999/61 que passou a valer para todos este profissionais, após a ADPF 325 em 2022 para isso o financiamento Federal é importantíssimo. 

Contamos com o apoio de toda a sociedade brasileira nesta luta por uma Saúde Bucal justa para todos.

gid://decide/Decidim::Hashtag/1/propostacoletiva"
Educação,"Transformar TODAS as escolas públicas em Bilíngües seguindo como o modelo e metodologia canadense da Mable Bear a exemplo de Mogi das Cruzes SP. . A Maple Bear é uma proposta de educação Canadense que visa a comunicação bilíngue entre alunos e professores. Capacitações profissionais. Visa também a ampla participação do corpo escolar, a autonomia, a comunicação, a responsabilidade, o respeito ao próximo, e a segurança, pois pra construir é necessário um ambiente seguro e estimulante... Uma educação de qualidade é DIREITO de todas as criancas e adolescentes de nosso BRASIL. Devemos nos inspirar em bons modelos educacionais. @maplebearmogi"
Educação,"Federalização da educação pública . Tornar toda educação pública , desde a educação infantil até o ensino médio, como responsabilidade do governo Federal, inclusive o pagamento dos vencimentos dos professores e professoras."
Esporte,Transporte Público gratuito para Aposentados maiores de 60 anos. Unificação em todo o País da gratuidade nos Transportes Públicos para todos os Aposentados maiores de 60 anos.
Saúde,"Valorização dos ACS e ACE, aposentadoria especial.. Respeito e valorização dos ACS eACE, aposentadoria especial, insalubridade de grau máximo.E que nossos direitos sejam prioridades , que todos os órgãos possam respeitar e ter um olhar mais Humano para nossa profissão que é de extrema importância para a população,e que na hora de conseguir metas somos nós que estamos na frente."
Planejamento e Orçamento,"IFA - Incentivo Financeiro Adcional acs e ace . Criar uma lei federal para enviar para os municipios que determine o pagamento ANUAL do IFA. Todos os anos muitos municípios se negam a pagar ou só pagam sob pressão das classes.
Essa classe de funcionários deixaram de receber as gratificações do PMAQ que mudou para PREVINE BRASIL. O IFA NÃO ESTAVA INCLUSO NO PMAQ E NEM PERTENCE AO PREVINE. 

ALGUÉM PRECISA RESOLVER LOGO ISSO., é uma forma de valorizar a categoria que está lá na ponta, que é a porta de entrada dos usuários do SUS."
Gestão e Inovação em Serviços Públicos,"Transporte pulblico. Passamos por momentos dificil em nossa sociedade .E como vejo que a  comunidade.precisa de transporte para se locomover e  as diferenças e desigualdades sociais são grandes ,o nosso municipio São Paulo do potengi necessita de um transporte publico para melhor trafego de pessoas para o centro de nossa cidade onde tem comercio local. pois a extenção nos desfavoreçe um pouco tem pessoas que moram com uma distancia de aproximadamente 2km para o centro da cidade ."
Desenvolvimento Agrário e Agricultura Familiar,"Aumento do valor por CAF  programas institucionais . Alguns alimentos agrotransformados tem custo elevado por exemplo carnes, polpa de frutas … e o valor de 40.000 fica pouco para atender a demanda"
Educação,"Passagem escolar gratuita em todo país!. Podemos ver que em alguns estados e municípios no Brasil, tem como norma, a passagem gratuita para o estudante. Mas infelizmente, em muitos estados e municípios, 50% do valor do transporte, ainda sai do bolso do estudante. Poderia essa política pública, ser colocada em prática em todos os estados e municípios do nosso país. Os preços da passagem é um absurdo! Até mesmo em zona rurais. Vamos continuar investindo na educação, e no crescimento do nosso país."
Gestão e Inovação em Serviços Públicos,"Burracos na RN203. A populaçao em geral clama para o conserto da RN 203 ,que liga São Paulo do Potengi a Br304 há muitos burracos .O asfalto foi feito a muitos anos atraz,com o fluxo de carretas e as chuvas esta em estado critico."
Fazenda,"Desconto de 50% em Impostos Municipais e Estaduais para Aposentados maiores de 60 anos.. Desconto de 50% em todos País de todos os Impostos Municipais e Estaduais para Aposentados maiores de 60 anos, como por exemplo, IPVA, IPTU e/ou quaisquer outros Impostos que venham ser criado ou substituir os atuais."
Direitos Humanos e Cidadania,Saúde - aparelho auditivo . Programa de doação de aparelhos auditivos para surdos no sistema SUS
Educação,"Instalação do Campus da Unilab no bairro Restinga em Porto Alegre-RS (Projeto Unilab-Sul). O projeto Unilab-Sul Campus Saúde surge a partir de um pensamento crítico em analisar a saúde pública dos últimos governos como a falta de investimentos e diminuição do conhecimento nas Universidades pelo corte profundo de recursos importantes de extensão e pesquisa. O público contemplado com o projeto do campus busca integrar a periferia e os Movimentos Negros/Periféricos/ Indígenas e LGBTQIAP+ com os cursos de Medicina, Enfermagem, Farmácia, Odontologia e Psicologia, Vote Unilab-Sul."
Educação,"Educação Ambiental e Sócio-ecoanímica nas escolas. E preciso ensinar as crianças e os jovens desede o âmbito familiar e escolar, sobre a importancia da preservação do meio ambiente, bem como, a consciência financeira e o seu protagonismo nas questões socio-econômicas."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Prestação de contas bolsa família . A família que tem o direito de receber o benefício do programa bolsa família, deverá prestar contas dos gastos do mesmo.
O dinheiro deverá ser gasto em estabelecimentos autorizados pelo governo, e o estabelecimentos deverá ser responsável pelo envio da nota fiscal para o sistema, assim como é com a nota fiscal paulista.
Só assim o governo terá um controle e, uma fiscalização do dinheiro, a fim de saber se realmente o benefício é gasto com o que o governo propôs. Alimentação, vestimenta, saúde."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Programa de Renda Mínima . Poder Público deve garantir Renda Mínima de 1 (um) Salário Mínimo mensal por família.
Direitos Humanos e Cidadania,"Estatais do povo . Estatais são para servir o povo, não pra lucro de terceiros. Nenhuma empresa criada pra garantir direitos básicos da população poderá virar independente e com vertente de lucro privado, investimento justo pra essas empresas exercerem suas funções da melhor maneira possível."
Justiça e Segurança Pública,Aposentados/PCD ♿️/pensionistas tenham as Isenções de todos os impostos.... Que os Aposentados/PCDs♿️/pensionistas tenham as Isenções de todos os impostos vigentes/transportes/custas judiciais sem o valor  minimo de renda como critério de exclusão e prioridade na justiça com prazo 30 dias para solução.
Justiça e Segurança Pública,"Combate a violência contra as mulheres. Se faz necessário políticas públicas mais eficazes e eficientes, no que diz respeito, a proteção e o acolhimento das mulheres que são vítimas diariamente de violências domésticas, que levam ao feminismo e que tira a vida de tantas mulheres no Brasil."
Direitos Humanos e Cidadania,"Reformulação de mecanismos institucionais para o combate aos discursos fascistas e que ataquem a população brasileira dentro da esfera pública.. É urgente que as instituições nacionais, os três poderes e suas representações regionais, reformulem os mecanismos constitucionais para fiscalizar a mobilização dos palcos públicos aos propósitos do ódio. É conhecimento geral que os mecanismos vigentes (como os comitês de ética na cam. dos dep.) são de terrível ineficiência e majoritariamente conduzidos por indivíduos que não possuem conhecimento de causa. É necessário que especialistas em direitos humanos e argumentação sejam empregados."
Trabalho e Emprego,Jornada de Trabalho de 32 horas Semanais - CLT-. Alteração da carga horária Semanal para Contratos de Trabalho CLT sem redução de salário. Visa à compensação da crescente utilização da tecnologia nas rotinas de trabalho.
Meio Ambiente e Mudança do Clima,"São Paulo, uma nova Ecovila! É possível retransformar Sao Paulo em uma cidade plena de rios e mata atlântica? Sim é, basta olhar com novos olhos.. São Paulo é uma das cidades com mais renda, porém cheia de miséria e péssimo aproveitamento urbano em termos de moradia, natureza urbana, hortas urbanas entre outros. A cidade que flutua em águas (4mil KM de rios que hoje são puro esgoto), mas que são águas não navegáveis. É possível repensar a cidade como algo interligado com a natureza? Como reflorestar São Paulo com sua mata originária e trazer os rios de volta. Como transformar São Paulo em uma cidade com qualidade de vida. É possível? sim é"
Trabalho e Emprego,"Formados no exterior com acesso ao trabalho em área de formação.. Devidamente comprovado sua formação no exterior, fica dado o direito ao trabalho para profissionais graduados no exterior."
Cultura,"Produção de uma política pública para lidar com estátuas e monumentos de memória controversa. Produção de política pública com procedimentos padrão a serem seguidos pelas associações de conservação do patrimônio cultural (órgãos municipais, estaduais  e IPHAN) para atuar sobre estátuas e monumentos de memória ofensiva, substituindo a reação errática que só se tornam evidente em momentos de conflito por políticas públicas de requalificação da memória. gid://decide/Decidim::Hashtag/1/PropostaColetiva"
Saúde,"Piso da enfermagem . piso da enfermagem já , sem aumento de carga horária, é um direito de toda categoria"
Educação,"Proposta de Educação,Cultura e Arte. A minha comunidade é muito carente e por isso a tríade Educação
,Arte e Cultura de qualidade são o mote das minhas reinvindicações,por isso a criação de espaço artísticos,culturais e educacionais para toda a população de 07 a 90 anos.Pois sem educação,cultura e arte de qualidade nunca seremos de fato uma verdadeira nação."
Gestão e Inovação em Serviços Públicos,"Reparação na Previdência  dosfuncionários públicos que em 2019 tinham 30/35 de contribuição . 1. Aposentadoria Integral aos funcionários públicos que em 2019 tinham 30/35 anos de contribuição, assim como foi concedida aos contribuintes do INSS.
2. Conceder a conversão de tempo insalubre em normal aos trabalhadores dos hospitais."
Educação,"Programa Nacional de Incentivo à criação de Grêmios Estudantis. Programa Nacional de Incentivo à criação de Grêmios Estudantis nas escolas públicas e privadas do país, assegurando o exercício dos direitos do estudantes, ampliando e democratizando o acesso aos espaços de decisões. A Lei do Grêmio Livre sancionada nos anos de 1980 garante a criação de grêmios escolares como entidades autônomas, mas a realidade atual nos espaços escolares demonstra a falta de incentivo por parte dos gestores. Dessa forma, faz - se necessário o programa."
Justiça e Segurança Pública,"Polícia municipal . A Quadra municipal preenche todos os requisitos , quanto aos outros órgãos de segurança pública denominados como polícia, o quê falta para incluir a Guarda municipal no artigo 144, se um dos  papeis mais importante da guarda é proteger o bem maior do município a população."
Integração e Desenvolvimento Regional,Aposentados/PCD ♿️/Idosos tenham as Isenções de todos os impostos/custas . Que os Aposentados/PCDs♿️/pensionistas tenham as Isenções de todos os impostos vigentes/transportes/custas judiciais sem o valor  minimo de renda como critério de exclusão e prioridade na justiça com prazo 30 dias para solução.
Transportes,"INTERNET como DIREITO. Investimentos massivos em tecnologias de conectividade pública.. A conectividade pública em todo o território brasileiro é essencial, reconhecendo a Internet como direito. Investimentos massivos nessa área garantem acesso igualitário à informação, oportunidades educacionais, saúde, emprego e participação cívica, reduzindo desigualdades e promovendo a inclusão digital. Além disso, impulsiona o desenvolvimento econômico e a competitividade do país."
Pesca e Aquicultura,"Inserção dos produtos da pesca artesanal no PAA. Inserção dos produtos/pescados da pesca artesanal no programa PAA, como garantia de renda, segurança alimentar e erradicação da fome e da pobreza nas comunidades tradicionais e no Brasil. É sabido que a maior parte dos alimentos saudáveis da pesca saem das Comunidades Pesqueiras que estão em unidades de conservação e fora delas. Somos geradores de alimentos ricos em nutrientes e livres de produtos químicos."
Direitos Humanos e Cidadania,"'Braços abertos nacional'. Programa de ressocialização dos dependentes químicos e de cidadãos em situação de rua, nos moldes do já criado pelo governo de São Paulo na gestão Haddad. O Braços Abertos trabalhava a ressocialização dos dependentes a partir do conceito de redução de danos. A ação incentivava o usuário a reduzir o consumo e a aumentar sua autonomia, sem internação, pela oferta de emprego e moradia (os participantes ganhavam R$ 15 por dia por serviços como varrição e reciclagem)."
Transportes,"Mobilidade nacional. Criar regras na  ANTT sobre, a construção de estradas novas e revitalização de estradas velhas com regras claras sobre obrigatoriedade na qualidade e durabilidade do tempo de uso da estrada com garantias claro de no mínimo de 10 anos com total responsabilidade da empresa que ganhar a concorrência, e que toda estrada construída ou  revisada garanta a distancia de um veiculo ( carro / caminhão) e mas um ciclista, quando não houver ciclofaixas ou ciclovias."
Saúde,"Aumento do Piso da Enfermagem. Aumento do valor referente ao piso salarial nacional dos profissionais de enfermagem (enfermeiros, técnicos de enfermagem, auxiliares de enfermagem e parteiras)"
Cidades,"Regularização Fundiária Urbana. Instituir linha(s) de crédito(s) a fundo perdido para que os Municípios e Entidades que trabalham com auto gestão de acesso à moradia digna, acessem valores para a utilização em ações de infraestrutura, especialmente, saneamento básico, nos processos de construção de moradias por auto gestão ou de regularização fundiária urbana de interesse social - Reurb-S."
Direitos Humanos e Cidadania,"Transporte público na faixa! . As empresas de transporte público devem disponibilizar ônibus coletivo municipal e intermunicipal que deverão obrigatoriamente ter linhas trafegando em frente as clínicas, hospitais, postinho de saúde, UPAS sobretudo aquelas nas quais são feitos os tratamentos clínicos, ambulatoriais e terapêuticos às pessoas com deficiência (adultos, idosos e crianças). Visando facilitar o deslocamento desses indivíduos e seus acompanhantes de suas residências aos locais de tratamento médico adequado."
Desenvolvimento Agrário e Agricultura Familiar,"Fundo Nacional de Regularização Fundiária Urbana. Criar o Fundo Nacional de Regularização Fundiária Urbana com o escopo de subsidiar os Entes federativos e entidades nos processos de Regularização Fundiária Urbana, principalmente, no desenvolvimento de estudos técnicos, execução dos projetos urbanísticos, obras de infraestruturas, capacitação técnica, dentre outras atividades afetas à Reurb."
Outros,"Moro de favor ,sonho em ter uma casa digna para meus filhos . Moro na cidade de timon MA
Gostaria tanto de ganhar uma das casa do projeto minha casa minha vida ,tenho 3 filhos e não trabalho, recebo bolsa familia, sonho em morar em um lar digno com meus filhos ,se alguém do governo puder me ajudar,.
Tem pessoas aqui q ganharam e fazem é vender é muita injustiça aqui ,eu q preciso tanto nunca vou ganhar.
Se alguém de bom puder me ajudar serei eternamente grata."
Relações Exteriores,"Taxação para produção e exportação de alimentos básicos maior do que o consumo interno . Taxar alimentos que são básicos e utilizados na culinária brasileira, mais que os consumidos no mercado fora do país, que não sejam priorizados no mercado interno"
Gestão e Inovação em Serviços Públicos,"Programa Cidades Inteligentes. O tema Cidades Inteligentes vem sendo popularizado junto ao avanço da tecnologia há alguns anos e pode ser definido como ""um ecossistema urbano que usa tecnologia para controlar seus recursos e sua infraestrutura"".  Existem diversas versões e visões conceituais a respeito e neste programa o Governo Federal auxiliaria as esferas estaduais e municipais a definir diretrizes para o desenvolvimento de Cidades Inteligentes, idealmente integrando ao desenvolvimento do Governo Digital já em curso."
Cidades,"Igualdade no numeros de moardias entre o Far e FDS apar entidades . Maior aporte de recursos para habitação de interesse social via entidades que trabalham em sistema de autogestão, com igualdade de recursos entre o Far e FDS para entidades."
Saúde,"Mudando a história das distrofias musculares no Brasil - Linha de cuidados. Criar Política de Atenção Integral às pessoas com Doenças Neuromusculares, promovendo acesso ao diagnóstico precoce, intervenção imediata com atendimento multidisciplinar especializado em todas as Redes de Atenção à Saúde (RAS)."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Piso salarial do Assistente Social. Já foi aprovado na CPASF e agora segue para mais duas comissões e caso seja aprovado irá para o Senado. Uma profissão muito importante que atua na defesa e viabilização dos direitos humanos e sociais da população. Está presente na saúde, educação, previdência, assistência social, etc. Merece ser valorizado e reconhecido pelo seu valor e potencial."
Integração e Desenvolvimento Regional,Região de desenvolvimentos do entorno brasilia. A região de desnsenvolvimento do entorno de brasilia está precisando de melhorias no transporte indústrias e vários problemas de infraestrutura
Educação,"Professores contratos e efetivos . Que todos os professores ( estaduais e municipais)tenham o mesmo direito, direito ao piso salarial e todos os benefícios mesmo que sejam por contratos temporários, pois temporários ou efetivos ambos fazem o mesmo trabalho, tem a mesma responsabilidade, a mesma carga horária e por isso, precisam ter os mesmos direitos independente de ser temporário ou efetivos. E que existam fiscalizações severas para garantir que os direitos e deveres dos professores estão sendo respeitados e cumpridos!"
Saúde,Mudando a história das distrofias musculares no Brasil - Saúde em sua integralidade . Caderneta do paciente neuromuscular: o documento pode funcionar de forma similar ao cartão de vacinação ou integrado à Caderneta da Criança (para crianças). A ideia é que seja um Projeto desenvolvido e/ou avaliado pela associação de pacientes com capacidade técnica (conselho técnico consultivo).
Saúde,"Mudando a história das distrofias musculares no Brasil - Disseminando conhecimento. Formular guias práticos sobre doenças raras (distrofias musculares) com orientações técnicas com apoio da sociedade civil organizada que possua comprovada capacidade técnica. Podem ser elaborados guias práticos em formato para que sejam consultados no dia a dia. Esses documentos devem ter caráter técnico, voltado para os profissionais de saúde como forma de apoiá-los no dia a dia de suas atividades."
Desenvolvimento Agrário e Agricultura Familiar,"Agricultura Sustentável . A proposta é que o governo junto com o estado possa implantar campos demostrativos oferecendo curso teórico e prático para os produtores na qual irá ensinar sobre as técnicas para produzir sustentável. Cuidando da biodiversidade, plantando, comendo, vivendo e deixando viver."
Educação,"Implantação de um Campus universitário em Araxá . Araxá sonha com essa demanda desde os fins dos anos 1980. Neste ano foi criada, através da Lei 7703/1988 a Fundação Universidade Federal do Planalto de Araxá.O Planalto de Araxá é constituído de uma grande região que vive centenas de milhares de pessoas, com várias cidades e povoados em uma circunferência que atinge 100 km. Ou seja, uma Universidade na cidade de Araxá, será de grande valia para toda a região."
Educação,"Criar nas escolas municipais estaduais e faculdades  o amor a vida ao próximo. . Levando a palavra de Deus.  O momento do ser humano ele tem só uma vida e viver bem com seu próximo. 
O ensino um momento toda semana uma reflexão da palavra de Deus o homem vai agir e pensar 2 ou 3 vex parar não fazer loucura. 
Todos um dia vão morrer pois pq não  viver em paz um com outro.  Jesus ensinou o amor e a eternidade  ela é viva e real. Pense nisso."
Saúde,"Valorização  da  Enfermagem . Por favor  Senhor  Governo, a enfermagem  pede socorro  em respeito ao seu  Valor profissional e não  aplausos  e vestias de Heróis,  sentimos a falta de respeito e desvalorização  não  é  de hoje. E se você  ou um seu cair com a doença  e não  tiver nenhum  de nós  pra cuidar  você  irá  ficar  Feliz.
Por tanto, peço  que  nos  dê  o  direito  de um Salário  digno e sem exploração  com nossa carga horária. 
Obrigada  espero  ser atendida não  apenas por mim, mas Também  pelos meus companheiros."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Criar nas escolas municipais estaduais e faculdades o amor a vida ao próximo. . Levando a palavra de Deus.  O momento do ser humano ele tem só uma vida e viver bem com seu próximo. 
O ensino um momento toda semana uma reflexão da palavra de Deus o homem vai agir e pensar 2 ou 3 vex parar não fazer loucura. 
Todos um dia vão morrer pois pq não  viver em paz um com outro.  Jesus ensinou o amor e a eternidade  ela é viva e real. Pense nisso."
