ID,Tema,Ministério,Categoria 1,Categoria 2,Título,#CUIDADO,Corpo,Status,Data de publicação,URL,
2548,Minas e Energia,,,,"Proposta de Reconhecimento da Energia Nuclear como Energia Limpa, Sustentável e Essencial para Transição Energética no Brasil.",,"Reconhecer a Energia Nuclear como Energia Limpa e Sustentável, destacando como opção essencial para a transição energética no Brasil. Sua capacidade de fornecer eletricidade de forma constante e confiável, independente das variações climáticas a torna um pilar importante na substituição das fontes fósseis, ajudando a reduzir a dependência, mitigar os impactos ambientais e garante o suprimento do crescimento da demanda. 
Incluir a Energia Nuclear em programas de incentivo às energias limpas.","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil: https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2548</p>",07.06.2023 20:34:28,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2548,
2549,Educação,,,,CNH integrada ao ensino médio ,,"Os alunos de ensino médio durante o 1º e o 2º ano, fariam todos os cursos necessários para tirar a CNH. No 3º e último ano, fariam as provas. Esse seria um meio de incentivar os jovens a concluírem o ensino médio, e ao mesmo tempo, estaria habilitando os jovens para se tornarem motoristas prudentes e conscientes, facilitando também o acesso desses jovens a CNH, visto que o preço está bem alto, e não são todos que têm condições financeiras.",,07.06.2023 21:24:03,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2549,
2550,Meio Ambiente e Mudança do Clima,,,,Ciclovias em cidades pequenas ,,"Criação de ciclovias em cidades de até 80 mil habitantes, acredito que essas cidades estão em crescimento, assim precisam crescer com infraestruturas que fortaleça o crescimento de forma sustentável, essas cidades podem crescer mas de forma pensada para o futuro.",,07.06.2023 21:36:46,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2550,
2551,Trabalho e Emprego,,,,Jornada de trabalho de 6 horas diárias ,,"Diminuição da jornada de trabalho para 6 horas diárias, sem diminuir a renda. O objetivo é empregar um número maior de pessoas podendo a empresa ter 4 turnos. Não diminuir a renda das famílias, aumentar o número de famílias com renda para gerar consumo. Diminuir a jornada de trabalho para evitar síndrome de Bornout. Incentivar os trabalhadores a usar este tempo para estudo visando a melhoria da mão de obra. Sem gerar incentivos fiscais.",,07.06.2023 22:01:20,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2551,
2556,Saúde,,,,Manutenção da saúde dos idosos:Velhice assistida,,"As pessoas acima de 60 anos ou mais, necessitam de médicos habilitados para manutenção de doenças existenciais:como diabetes, alzamen, mal parkson , hipertensão e exames mensais que melhore a qualidade de vida dos idosos.Para isso deveriam ser criados centros de apoio e  atendimento com geriatra,,  idoso sem fila, exames e laudos realizados todos em um só lugar, pois a idade é a locomoção dificulta a demora nos atendimentos.Os pacientes com câncer e outras doenças que podem ser tratados.CMAI",,07.06.2023 22:28:40,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2556,
2558,Saúde,,,,"Ampliar leitos de UTI sem aumentar custos, promovendo leitos de cuidados prolongados nas enfermarias gerais, como espaço de transição a atenção domic ",,"Os leitos de UTI adulto e pediátrica têm estado ocupados com pacientes com condição crônica e dependência de dispositivos (oxigênio, traqueostomia, ventilação invasiva cronica), fora de estado crítico. Enquanto pacientes com condição crítica aguardam esta vaga, em boxes de emergência nas UPAS e hospitais. Criar leitos de cuidados prolongados nas enfermarias, com equipe multiprofissional, permite cuidar bem dos 1os pacientes referidos, até a transição pro domicílio, permitindo giro de leito emUTI",,07.06.2023 22:53:50,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2558,
2559,Agricultura e Pecuária,,,,Luz para todos ,,"Retomada,Voltar o programa luz para todos e com mais agilidade como também, incluí nas matérias escolar o ensino sobre agricultura familiar","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:   <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2559"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2559</a> </p>",07.06.2023 22:59:05,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2559,
2561,Cultura,,,,Cultura na linha da tecnologia ,,"Descentralização de acesso a cultura digital, formação continuada na base da educação básica formando novos gênios da tecnologia cultural, design, games, robótica, aplicativos de interesse cultural.
A volta da cultura nas escolas com programa Mais Cultura",,07.06.2023 23:09:45,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2561,
2562,Transportes,,,,Programa de incentivo ao uso cidadão de bicicletas como meio de qualificar a mobilidade urbana.,,"Promover por meio de incentivos financeiros e educacionais, entre os entes federados, a ampliação do uso da bicicleta como elemento importante na mobilidade urbana nos grandes e médios centros urbanos do país. Ampliando malhas urbanas de ciclofaixas e ciclovias, promovendo a integração com outros modais de transporte público (ônibus, metrôs, BRT's), facilitando a aquisição para todas as faixas mais carentes da sociedade, e incentivando parcerias público privadas para atingir esse objetivo.",,07.06.2023 23:11:19,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2562,
2560,Meio Ambiente e Mudança do Clima,,,,Redução de impacto ambiental ,,"1. Proposta: Governo cobrar sobre emissão de CO2 na realização de grandes eventos de esporte como campeonatos nacional e estadual, amistosos internacional de futebol. Demais atividades que se enquadrem no critérios de cobrança. - 2. Sujeito do onus: organizadores dos grandes eventos como Confederações e Federações estaduais por exemplo. - 3. Cobrança a partir da quantidade de público mobilizado. - 4. Destinar recursos a um fundo educacional para práticas de educação ambiental.",,07.06.2023 23:30:11,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2560,
2566,Direitos Humanos e Cidadania,,,,Reconhecimento do Genocídio Armênio pelo Governo Brasileiro,,"Genocídio Armênio, também conhecido como Holocausto Armênio, Massacre Armênio foi o extermínio sistemático pelo governo otomano de seus súditos armênios, minoritários dentro de sua pátria histórica, que se encontra no território que constitui a atual República da Turquia. O número total de pessoas mortas como resultado do genocídio é estimado entre 800 mil e 1,8 milhão. O não reconhecimento indiretamente faz com que o nosso país se torne cúmplice desse massacre, ao quedar silente.",,07.06.2023 23:41:20,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2566,
2567,Educação,,,,Integração da América Latina e da Comunidade de Países de Língua Portuguesa (CPLP): cotas nas Instituições de Ensino Superior para imigrantes,,"Objetivando a integração da América Latina e da Comunidade de Países de Língua Portuguesa (CPLP), o governo brasileiro destinará vagas nas universidades, institutos, centros e colégios federais, utilizando o sistema de cotas.
Esta ação vai ao encontro da consolidação do Brasil como potência regional e mundial, fortalecendo a integração latino-americana, fazendo do Brasil um player mais poderoso no cenário internacional.",,07.06.2023 23:52:09,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2567,
2568,Transportes,,,,"Ferrovias - Ferroeste, de Cascavel/PR a Chapecó/SC e Ferrovia fo Frango, de Chapecó/SC a Itajaí/SC.",,Infraestrutura ferroviária para reduzir custos da produção agroindustrial.,,07.06.2023 23:52:20,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2568,
2569,Educação,,,,Obrigatoriedade do Ensino da Língua Espanhola na Educação Básica,,"Objetivando a integração da América Latina e da Iberoamérica, o governo brasileiro constituirá o ensino da Língua Espanhola obrigatório em todas as etapas da Educação Básica.
Esta ação vai ao encontro da consolidação do Brasil como potência regional, fortalecendo a integração latino-americana, fazendo do Brasil, o destaque no subcontinente.
O conhecimento da Língua Espanhola permitirá aos brasileiros maior intercâmbio com os países vizinhos, melhorando as relações multilaterais na região.",,08.06.2023 00:01:20,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2569,
2570,Cidades,,,,Política de Emancipação: ordenamento para o surgimento de novos municípios no Brasil,,"A proximidade do governo local é necessária para o desenvolvimento de qualquer comunidade. Não é sem motivo que um dos primeiros movimentos que surgem espontaneamente com o desenvolvimento de uma região é a campanha por sua emancipação política. Isto ocorre porque sabem os moradores da região que a presença de um governo local próximo se constitui num eficiente instrumento de progresso (FRANCO MOTORO, 2013).",,08.06.2023 00:18:58,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2570,
2571,Saúde,,,,Parceria público privado/SUS/Cl´nicas e hospitais particulares,,"A população ter acesso imediato ao atendimento em clínicas e hospitais particulares conveniados e custeados pelo SUS, assim desafogando os atendimentos de média e alta complexidade.",,08.06.2023 00:20:52,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2571,
2573,Educação,,,,"Sistema de Cotas: Inclusão de Refugiados, Migrantes Forçados, Transexuais, Travestis, Apátridas e Ciganos no Ensino Superior",,"A problemática da inclusão social na educação pública brasileira é tema dos mais relevantes. A educação é práxis social que tem por finalidade inserir os sujeitos no processo histórico, ao mesmo tempo em que contribui para a construção da subjetividade destes. Os sujeitos marginalizados, aqueles que são forçados a ocupar as beiras e a não estar no centro das coisas, necessitam de maior participação na construção da sociedade, de forma a eliminar ou minimizar essa situação de marginalização.",,08.06.2023 00:27:48,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2573,
2575,Trabalho e Emprego,,,,Contribuições previdenciárias através dos conselhos de classe,,"Anuidades aos conselhos de classes profissionais, sejam um percentual recolhido à previdência social, assim incentivando aos profissionais aderirem ao seus respectivos conselhos e aumentando a arrecadação da previdência.",,08.06.2023 00:37:48,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2575,
2577,Educação,,,,Federalização da Carreira de Professor(a),,"A federalização da carreira e do piso deve apontar num novo paradigma: o resgate de conceitos esquecidos como a ética com a res-pública e o compromisso profissional alicerçado no papel político-pedagógico do educador, o qual tem um papel fundamental na construção de saber coletivo e de um novo ser humano. Esses valores imprescindíveis devem estar no bojo dos princípios do pacto federativo. Federalizar a carreira é ressignificar a educação, é resgatar a dívida social de educadores e educandos.",,08.06.2023 00:39:32,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2577,
2576,Minas e Energia,,,,Energia nas comunidades,,"Expansão de energia solar em comunidades em contrapartida a energia sobressalente. Abasteceria equipamentos públicos no entorno desta comunidade. Sejam escolas, hospitais, unidades de saúde.  Reduzindo assim impacto ambiental no uso das hidroelétricas e reduz gastos públicos pagamento de energia dos próprios municipais.",,08.06.2023 00:39:59,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2576,
2579,,,,,Convocação dos concursados bomque foram aprovados e não classificados desde 2016.,,Convocar os concursados que foram aprovados e não classificados desde o concurso de 2016.,,08.06.2023 00:43:19,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2579,
2578,Direitos Humanos e Cidadania,,,,Corte de gastos públicos. ,,"Redução do valor empenhado aos benefícios concedidos aos cargos eletivos a 50% do valor, os outros 50% o eleito arcaria do próprio salario. Destino do valor economizado seria uma rede de restaurantes popular a nível nacional, vamos acabar com a fome de verdade.",,08.06.2023 00:44:12,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2578,
2580,"Desenvolvimento e Assistência Social, Família e Combate à Fome",,,,Entulho solidário,,Entulho em pequenos volumes entregues em pontos de coleta geram ganhos que poderão ser depositados em cartão específico. Esse recurso poderá ser utilizado no comércio local para compra de alimentos e bens de consumo. Desta forma evitamos o descarte irregular em ruas e corregos além de reduzir o gasto público na limpeza de vias.,,08.06.2023 00:47:42,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2580,
2581,Previdência Social,,,,Contribuição previdenciárias provenientes dos conselhos de classes,,"Uma porcentagem dos valores das anuidades pagos aos conselhos de classes profissionais, sejam como contribuições previdenciárias dos conselheiros afiliados, incentivando aos profissionais, a adesão aos seus respectivos conselhos.",,08.06.2023 00:49:12,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2581,
2582,Trabalho e Emprego,,,,Regulamentação profissional de Cuidador,,Regulamentação da profissão de cuidador de idosos e pessoas com necessidades especiais. A falta de legislação específica inviabiliza a geração de milhares de empregos. Muitos profissionais trabalham na informalidade ou sem qualquer respaldo legal para o exercício de sua profissão.,,08.06.2023 00:59:58,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2582,
2583,Educação,,,,Educação básica é princípio do desenvolvimento de uma nação.,,"Priorizar a educação básica em todos os entes da federação (FEDERAL, ESTADUAL e MUNICIPAL) fortalecendo os professores, tornando o ambiente de aula organizado e disciplinado e, principalmente, proporcionando ao aluno um ensino de qualidade onde o mesmo possa concorrer em grau de igualdade na vida laboral.",,08.06.2023 11:19:11,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2583,
2584,Educação,,,,Educação como base de progresso social,,"Educação como Base de Progresso Social. Medidas para incluir investimento na infraestrutura educacional, valorização dos profissionais da educação, educação inclusiva e igualdade de oportunidades, ampliação do acesso à educação básica e superior, fortalecimento da educação técnica e profissionalizante, e uso da inovação e tecnologia na educação. O objetivo é transformar o sistema educacional, promovendo igualdade, desenvolvimento e cidadania.",,08.06.2023 11:24:29,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2584,
2585,Planejamento e Orçamento,,,,Criação de hospitais veterinários públicos com coparticipação do setor privado. ,,"Permitir a implementação e desenvolvimento de hospitais veterinários públicos, mantidos com a coparticipação do setor privado, pela venda de planos  pets.",,08.06.2023 11:35:37,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2585,
2586,"Desenvolvimento e Assistência Social, Família e Combate à Fome",,,,Aumento da Renda para Aposentados e Pensionistas do INSS- ISENÇÃO DO IRPF sobre as Aposentadorias,,"Em todo o Brasil, principalmente nas regiões do Norte e Nordeste, os aposentados são arrimo de família. Na maioria dos lares a aposentadoria é a única fonte de renda. Dados do Jornal ""Estadão"", nos dão conta que o número de domicílios onde o Aposentado é arrimo da família corresponde à 75%, são mais de 9 milhões de aposent que utilizam sua aposentadoria para sustento da casa. 
Minha proposta então é a ISENÇÃO completa DE IRPF sobre os pagamentos do INSS e subsídio fiscal na Previdência Privada.",,08.06.2023 11:49:02,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2586,
2587,Educação,,,,Educação financeira nas escolas ,,"Um dos grandes problemas dos brasileiros é a falta de educação financeira. Isso gera famílias endividadas, que assumem dívidas que não podem pagar, e que não conhecem as opções existentes de aplicação financeira. 
Proponho que seja criado um programa nacional a ser implementado nas escolas, nos quais  noções básicas de economia, finanças e sobre o Sistema Financeiro serão ensinadas, respeitando a capacidade de compreensão de cada faixa etária.",,08.06.2023 12:03:13,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2587,
2589,Mulheres,,,,Ensino de Defesa Pessoal para Mulheres,,Criação de academias voltadas para o ensino de artes marciais para a defesa pessoal feminina e assim saber agir em situações de risco.,,08.06.2023 12:26:56,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2589,
2588,Saúde,,,,Tratamento Natural para Fibromialgia e Dor Crônica no SUS,,"Com base no sucesso do tratamento para dores crônicas e fibromialgia do Método Equilibrium, trazemos proposta para o governo economizar e dar suporte a população no tratamento das dores em ambiente favorável através das leis das PICS, minimizando as dores sem drogas ou tratamentos paliativos pouco eficientes. Vamos dar o curso da técnica para profissionais da saúde, ampliando o conhecimento e práticas terapêuticas naturais dentro do SUS. Temos projeto pronto de um clínica moderna e sustentável.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!</p><p><br></p><p><br></p><p><br></p><p>Divulgue na sua rede:</p><p><br></p><p>Vote na minha proposta para melhorar o Brasil: https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2588</p>",08.06.2023 12:34:41,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2588,
2590,Cultura,,,,"Cinema Itinerante, democratização da cultura e conscientização sobre tema relevantes",,"O cinema itinerante tem como objetivo democratizar a cultura e conscientizar a população sobre temas como violência contra a mulher, homofobia, racismo, entre outros. Além disso esse projeto pode ser executado em cidades do interior, onde o acesso é ainda mais difícil. Deve ser abordado principalmente como a vítima deve fazer para se proteger, quais medidas tomar. Algo simples que fica barato e agrega muito valor as pessoas. Além de ser audiovisual ainda é um conteúdo que conscientiza.",,08.06.2023 12:44:34,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2590,
2591,Saúde,,,,Educação em Saúde: Construindo saberes e fazeres para a promoção da saúde,,"A Educação em Saúde é uma ação interprofissional necessária e importante em todos os níveis de atenção à saúde. Portanto, deve ser estimulada como uma prática presente na agenda dos profissionais, de modo específico na atenção Primária em Saúde. Os profissionais devem ser atualizados quanto as novas metodologias de educação em saúde, as quais possibilitam espaços de fala e escuta com os usuários do SUS,  Educar em saúde não  é fazer palestras, deve ser um processo dialógico  para transformação.",,08.06.2023 12:49:40,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2591,
2592,,,,,Punição para maus tratos ,,"Assim que for confirmado os maus-tratos e preso o tutor, obriga-lo a ajudar com ração,remédios e se não tiver condições financeiras obrigar a fazer trabalho voluntário nas ongs.",,08.06.2023 12:50:49,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2592,
2593,Saúde,,,,Controle Social Saúde ,,"Fortalecer o Controle Social , fomentando junto aos Conselhos Municipais da Cidade do Rio de Janeiro, a obrigatoriedade de descentralização de recursos para que os Conselhos Distritais possa realizar as suas atividades cotidianas de acordo com as necessidades de cada Região e territórios, ações essas para criação de projetos sociais com diretrizes para saúde para desenvolver uma educação permanente sobre a promoção e prevenção a saúde principalmente com crianças, adolescentes e jovens.",,08.06.2023 12:58:45,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2593,
2594,Turismo,,,,Revitalização E Turismo Na Serra De Madureira,,"Revitalizar A Serra De Madureira Com Plantações De Árvores Nativas E Frutiferas
1- A Serra No Sentido Nova Iguaçu Está Bastante Prejudicada Pelos Desmatamentos E Avanços De Moradias Irregulares. A Área É Frequentada Por Pessoas Que Sobem Para Orar, Mas Tambem Por Turistas Que Gostam. Te Numa Rampa Onde Eram Praticados Saltos , Mas Esta Desativada..
2- Sugiro Colocar Bondinhos, 
3- Tiroleza, 
4- Guardas Florestais 
5- E Incentivo Para O Povo Conservar , 
6- Pra´Ticas Esportivas
7- Posto Policial",,08.06.2023 13:00:32,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2594,
2595,Educação,,,,Criar a Função de Capelão Escolar Social ,,Justificativa : Pra tiramos os jovem da ruas e das Drogas uma Escola integral com Qualidade e para todos com Apoio da Sociadade Civil em Especial com os Capelão  Eduacional pra Auxliar os Coordenadores e os Conselhos Tutelares na Soluçoes dos Problemas  e Coflitos em Geral,,08.06.2023 13:39:48,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2595,
2597,Saúde,,,,Ampliar para  80% de cobertura da Estratégia de Saúde da Família no Brasil,,"É notória a mudança do perfil epidemiológico nos municípios que possuem alta cobertura da Estratégia de Saúde da Família . Por isso, a necessidade de ampliar a cobertura desta Estratégia no país para ampliar o acesso e qualificar o cuidado em saúde da população. Com equipes qualificadas e o fortalecimento da Atenção Básica será possível humanizar e cuidar das pessoas de forma integral com resolutividade.",,08.06.2023 13:46:22,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2597,
2599,"Ciência, Tecnologia e Inovação",,,," Fortalecimento dos laços comunitários entre estudantes, profissionais e usuários  para enfrentar os estigmas relacionados a loucura. O movimento da l",,"Fortalecimento dos laços comunitários entre estudantes, profissionais e usuários 
para enfrentar os estigmas relacionados a loucura. O movimento da luta 
antimanicomial deve ser pauta constante de estudantes das áreas psi; os 
profissionais como assistentes sociais, psicólogos e médicos precisam estar 
engajados no movimento.
Arte, cultura, liberdade e democracia
 Priorizar, ampliar e fortalecer a implantação de Centros de Convivência tornando este 
dispositivo ponto necessário na RAPS com inv",,08.06.2023 13:50:07,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2599,
2600,,,,,Plano de  cargos carreira e salários dos auditores SUS SES,,"Criar o  plano de carreira e cargos dos auditores SUS nas secretárias estaduais  de saúde.  O componente  da auditoria serve como planejamento na tomada de decisões  na saúde. Embasamento  de constatação, evidências e suas fontes liberam as informações  necessárias  para um Boa prática  de saúde  e  de gestão.  Por isso  a recompensa  financeira  dos salários  de auditores  deve ser melhor e suficiente  para o pleno  exercício  da profissão.  A carreira  deve compor o arcabouço  nos Estados.",,08.06.2023 14:04:56,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2600,
2596,Educação,,,,Qualificação das Unidades de Ensino Público  (Ensino fundamental  e Ensino Médio) ,,"Adequação das Unidades de Ensino Público, tornar obrigatórios os espaços especializados para laboratórios científicos e artísticos  - Ciências Biológicas e da Natureza; Matemáticas e Sociais Aplicadas - incluindo TI e robótica; linguagens artísticas - artes cênicas, artes plásticas e visuais, audiovisual). Espaços de recreação e convivência geral, de contato com a natureza - jardins, hortas, árvores frutíferas, bibliotecas e espaços esportivos, Financiar construção de unidades modelo.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!</p><p><br></p><p><br></p><p><br></p><p>Divulgue na sua rede:</p><p>Vote na minha proposta para melhorar o Brasil: https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2596</p>",08.06.2023 14:11:54,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2596,
2601,Transportes,,,,Ferrovia Fronteiriça ,,"Construção de uma rede ferroviária que interligue Manaus-AM, Boa Vista (Roraima), Caracas e Georgetown para integrar os países fronteiriços. Permitindo assim a importação e exportação de produtos como também o transporte de passageiros e passageiras",,08.06.2023 14:17:37,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2601,
2602,,,,,Renda mínima para artistas ,,"Que os artistas,  de todas as matizes e linguagens,  tenham a garantia mínima de sobrevivência e consigam,  desta forma,  qualificar-se,  desenvolver novos trabalhos...
Para a contrapartida há várias possibilidades,  desde apresentações em espaços públicos ao  compromisso de oficinas junto às comunidades.",,08.06.2023 14:29:25,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2602,
2603,Educação,,,,Alfabetização Intertranscultural,,"No encalço da problemática das Metas do Plano Nacional de Educação (2014 - 2024), da cultura escolar transmissiva e da violação dos Direitos Culturais (2007) esta proposta visa a criação de Círculos Culturais para possibilitar a alfabetização e novos multiletramentos intertransculturais nos anos iniciais do ensino fundamental.",,08.06.2023 14:34:00,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2603,
2604,"Desenvolvimento e Assistência Social, Família e Combate à Fome",,,,Hortas urbanas orgânicas ,,"Transformar os terrenos baldios e periféricos em hortas urbanas  orgânicas. A população das cidades brasileiras poderão assim acessar a alimentos saudáveis e baratos reduzindo o custo dos transportes. Assim serão aumentadas às áreas verdes urbanas, contribuindo à diminuição da temperatura das cidades.",,08.06.2023 14:42:22,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2604,
2605,Direitos Humanos e Cidadania,,,,Regulamentação de templos religiosos,,"Para evitar que instituições religiosas sejam aparelhadas ideologicamente por grupos que pregam a hegemonia de uma determinada religião sup´rimindo o direito das demais a terem garantidas a sua liberdade de culto, a proposta é a de se implementar uma série de regulamentações como a obrigatoriedade de prestação de contas sobre doações e o emprego de recursos dos templos, além de comprovação de renda de seus sacerdotes compatíveis com suas posses e um órgão fiscalizador e regulador.",,08.06.2023 14:47:49,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2605,
2606,Fazenda,,,,Reforma do Sistema Financeiro Nacional,,"A proposta visa regulamentar e equilibrar forças dentro do sistema financeiro impedindo que empresas e instituições internas tenham mais de 25% de controle acionário de qualquer instituição, limitando também que qualquer pessoa juridica possua mais de 30% do controle acionário e que qualquer pessoa física não ultrapasse 40% do controle acionário de uma instituição atuante dentro do Brasil, Ainda cria uma reserva de 25% de controle de funcionários e poder público em cada instituição.",,08.06.2023 14:56:11,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2606,
2608,Educação,,,,Excursões + Brasil,,"O governo deveria OBRIGAR empresas de ônibus a cederem 1 ônibus/DIA a cada Coordenadoria Regional de Educação (ou órgão similar), que deveria distribui-los IGUALITARIAMENTE às escolas), já que empresas são CONCESSÕES e as passagens estão exorbitantes (já existiu algo semelhante, mas foi descontinuado).
E/ou...
... retirar os impostos de veículos tipo ""van"", assim como ""doblôs"", ""zafiras"" e afins, qdo comprados por professores. Assim as excursões podem ser planejadas mais facilmente por eles.",,08.06.2023 15:03:04,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2608,
2607,Cultura,,,,Capacitação de agentes públicos e sociedabdede civil da cultura,,"Criação de Cursos de Capacitação Regionais para agentes públicos e sodede civil da cultura com metodologia da pesquisa ação comunitária, fazendo um diagnóstico para uma busca ativa precisa no sentido voltado ao cadastramento cultural real.",,08.06.2023 15:03:06,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2607,
2609,"Desenvolvimento, Indústria, Comércio e Serviços",,,,Mudança dos parâmetros de regulação de empresas e atividades,,"Visando estimular o empreendedorismo no país, essa Lei permite que qualquer atividade empresarial, comercial, industrial ou qualquer outra forma de ocupação possa ser criada ou inserida na modalidade de tributação do MEI ou Simples Nacional, independente a sua natureza, servindo de parâmetro para que uma empresa aberta mude de regime tributário apenas o valor da sua receita anual, sendo automaticamente enquadrada no regime equivalente ao seu faturamento.",,08.06.2023 15:03:22,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2609,
2610,Minas e Energia,,,,Energia solar em Roraima ,,"Roraima é um Estado cortado pela linha do Equador mas ainda não há usina fotovoltaica. Em Roraima a incidência dos raios do sol é significativa o ano todo. Lembro que a energia solar é renovável e não polue o meio ambiente. A energia solar forte e constante garantirá desenvolvimento sustentável a população do Estado, permitindo a instalação de indústrias e estabelecimentos comerciais.",,08.06.2023 15:09:43,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2610,
2611,Cultura,,,,Programa para preservação e conservação do patrimônio Arquitetônico das cidades históricas ,,"O programa para preservação do Patrimônio Arquitetônico das Cidades Históricas, terá o objetivo de requalificar prioritariamente os Prédios e Camarões tombados pelo IPHAN. O intuito é valorizar os centros urbanos e impulsionar o turismo nas cidades brasileiras.",,08.06.2023 15:10:33,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2611,
